String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI
"<b>Ackerman, J.D.; Tremblay, R.L.; Pérez, M.E.; Madden, H.; Bechtold, M.; Boeken, M.</b> (2020). Small populations on small islands: What chance does an orchid have? <i>International journal of plant sciences 181(7)</i>: 667-685. <a href=""https://dx.doi.org/10.1086/709399"" target=""_blank"">https://dx.doi.org/10.1086/709399</a>","Ackerman, J.D.; Tremblay, R.L.; Pérez, M.E.; Madden, H.; Bechtold, M.; Boeken, M.",2020,Small populations on small islands: What chance does an orchid have?,,International journal of plant sciences,,,181,7,667-685,https://dx.doi.org/10.1086/709399
"<b>Lawler, A.</b> (2010). Beyond Kon-Tiki: did Polynesians sail to South America? <i>Science (Wash.) 328(5984)</i>: 1344-1347","Lawler, A.",2010,Beyond Kon-Tiki: did Polynesians sail to South America?,,Science (Washington),,,328,5984,1344-1347,https://hdl.handle.net/10.1126/science.328.5984.1344
(1991). Westerschelde Oeververbinding. Toetsontwerp: nota Tracébeschrijving. WOV: Middelburg.  42 + bijlagen pp.,,1991,Westerschelde Oeververbinding. Toetsontwerp: nota Tracébeschrijving,,,WOV,Middelburg,,,42 + bijlagen,
"<b>Macías, D.; Garcia-Gorriz, E.; Stips, A.</b> (2018). Deep winter convection and phytoplankton dynamics in the NW Mediterranean Sea under present climate and future (Horizon 2030) scenarios. <i>NPG Scientific Reports 8(1)</i>: 15 pp. <a href=""https://hdl.handle.net/10.1038/s41598-018-24965-0"" target=""_blank"">https://hdl.handle.net/10.1038/s41598-018-24965-0</a>","Macías, D.; Garcia-Gorriz, E.; Stips, A.",2018,Deep winter convection and phytoplankton dynamics in the NW Mediterranean Sea under present climate and future (Horizon 2030) scenarios,,Scientific Reports (Nature Publishing Group),,,8,1,15 pp,https://hdl.handle.net/10.1038/s41598-018-24965-0
"<b>MacGillivray, P.H.</b> (1883). Description of new, or little known Polyzoa, part II. <i>Transactions and Proceedings of the Royal Society of Victoria XIX</i>: 130-138, pl. I-III","MacGillivray, P.H.",1883,"Description of new, or little known Polyzoa, part II",,Transactions and Proceedings of the Royal Society of Victoria,,,XIX,,"130-138, pl. I-III",
(1986). Werkzaamheden van het Genootschap van oktober 1985 tot april 1986. <i>Biol. Jb. Dodonaea 54</i>: 5-14,,1986,Werkzaamheden van het Genootschap van oktober 1985 tot april 1986,,Biologisch Jaarboek (Dodonaea),,,54,,5-14,
"<b>Scimemi, E.; Veronese, A.</b> (1936). Il regime uniforme idraulico nelle condotte di acciaio senza saldatura. [S.n.]: Roma.","Scimemi, E.; Veronese, A.",1936,Il regime uniforme idraulico nelle condotte di acciaio senza saldatura,,,,Roma,,,,
"<b>Antwerpse Zeehavendienst</b> (1991). Terneuzen 1991, <b><i>in</i></b>: Antwerpse Zeehavendienst <i>Kanaal van Gent naar Terneuzen.</i> pp. 105/11",Antwerpse Zeehavendienst,1991,Terneuzen 1991,Kanaal van Gent naar Terneuzen,,,,,,105/11,
"<b>Guidetti, P.; Bussotti, S.</b> (1997). Recrutement de <i>Diplodus annularis</i> et <i>Spondyliosoma cantharus</i> (Sparidae) dans les herbiers superficiels de phanérogames marines, le long des côtes italiennes (mer Méditerranée) = Recruitment of <i>Diplodus annularis</i> and <i>Spondyliosoma cantharus</i> (Sparidae in shallow seagrass beds along the Italian coasts (Mediterranean Sea). <i>Mar. Life 7(1-2)</i>: 47-52","Guidetti, P.; Bussotti, S.",1997,"Recrutement de <i>Diplodus annularis</i> et <i>Spondyliosoma cantharus</i> (Sparidae) dans les herbiers superficiels de phanérogames marines, le long des côtes italiennes (mer Méditerranée) = Recruitment of <i>Diplodus annularis</i> and <i>Spondyliosoma cantharus</i> (Sparidae in shallow seagrass beds along the Italian coasts (Mediterranean Sea)",,Marine Life = Vie Marine,,,7,1-2,47-52,
"<b>Boeckx, L.; Taverniers, E.; Deschamps, M.; Verwaest, T.; Mostaert, F.</b> (2015). Stormrapport: stormtij Zeescheldebekken 22 oktober 2014. Versie 4.0. <i>WL Rapporten</i>, 00_119. Waterbouwkundig Laboratorium: Antwerpen. III, 14 + 1 p. bijl. pp.","Boeckx, L.; Taverniers, E.; Deschamps, M.; Verwaest, T.; Mostaert, F.",2015,Stormrapport: stormtij Zeescheldebekken 22 oktober 2014,,WL Rapporten,Waterbouwkundig Laboratorium,Antwerpen,00_119,,"III, 14 + 1 p. bijl.",
"<b>Van de Woestyne, T.</b> (2004). Biologische kennis als alternatief voor chemische bestrijding van de brakwatermossel: Gametogenesis-opvolging van de brakwatermossel. MSc Thesis. Universiteit Gent. Faculteit Wetenschappen: Gent.","Van de Woestyne, T.",2004,Biologische kennis als alternatief voor chemische bestrijding van de brakwatermossel: Gametogenesis-opvolging van de brakwatermossel,,,Universiteit Gent. Faculteit Wetenschappen,Gent,,,,
"<b>Daly, R.; Stevens, G.; Daly, C.K.</b> (2018). Rapid marine biodiversity assessment records 16 new marine fish species for Seychelles, West Indian Ocean. <i>Marine Biodiversity Records 11(1)</i>. <a href=""https://hdl.handle.net/10.1186/s41200-018-0141-6"" target=""_blank"">https://hdl.handle.net/10.1186/s41200-018-0141-6</a>","Daly, R.; Stevens, G.; Daly, C.K.",2018,"Rapid marine biodiversity assessment records 16 new marine fish species for Seychelles, West Indian Ocean",,Marine Biodiversity Records,,,11,1,,https://hdl.handle.net/10.1186/s41200-018-0141-6
"<b>Brito, C.; Vieira, N.</b> (2016). A sea-change in the sea? Perceptions and practices towards sea turtles and manatees in Portugal’s Atlantic Ocean legacy, <b><i>in</i></b>: Schwerdtner Máñez, K <i>et al.</i> (Ed.) <i>Perspectives on oceans past: A handbook on marine environmental history .</i> pp. 175-191. <a href=""https://hdl.handle.net/10.1007/978-94-017-7496-3_10"" target=""_blank"">https://hdl.handle.net/10.1007/978-94-017-7496-3_10</a>","Brito, C.; Vieira, N.",2016,A sea-change in the sea? Perceptions and practices towards sea turtles and manatees in Portugal’s Atlantic Ocean legacy,Perspectives on oceans past: A handbook on marine environmental history,,,,,,175-191,https://hdl.handle.net/10.1007/978-94-017-7496-3_10
"<b>Rodriguez-Palma, O.; Fettweis, M.; Rabaut, M.; Van Lancker, V.; Degraer, S.</b> (2011). The role of suspended particulate matter in the distribution and structure of macrobenthic communities in the Belgian part of the North Sea, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>VLIZ Young Marine Scientists' Day, Brugge, Belgium 25 February 2011: book of abstracts. VLIZ Special Publication,</i> 48: pp. 73","Rodriguez-Palma, O.; Fettweis, M.; Rabaut, M.; Van Lancker, V.; Degraer, S.",2011,The role of suspended particulate matter in the distribution and structure of macrobenthic communities in the Belgian part of the North Sea,"VLIZ Young Marine Scientists' Day, Brugge, Belgium 25 February 2011: book of abstracts",VLIZ Special Publication,,,,,73,
"<b>Dana, J.D.</b> (1846). Structure and classification of zoophytes. Lea and Blanchard: Philadelphia.  132 pp.","Dana, J.D.",1846,Structure and classification of zoophytes,,,Lea and Blanchard,Philadelphia,,,132,
"<b>Servais, T.; Perrier, V.; Danelian, T.; Klug, C.; Martin, R.; Munnecke, A.; Nowak, H.; Nützel, A.; Vandenbroucke, T.R.A.; Williams, M.; Rasmussen, C.M.O.</b> (2016). The onset of the 'Ordovician Plankton Revolution' in the late Cambrian. <i>Palaeogeogr. Palaeoclimatol. Palaeoecol. 458</i>: 12-28. <a href=""https://hdl.handle.net/10.1016/j.palaeo.2015.11.003"" target=""_blank"">https://hdl.handle.net/10.1016/j.palaeo.2015.11.003</a>","Servais, T.; Perrier, V.; Danelian, T.; Klug, C.; Martin, R.; Munnecke, A.; Nowak, H.; Nützel, A.; Vandenbroucke, T.R.A.; Williams, M.; Rasmussen, C.M.O.",2016,The onset of the 'Ordovician Plankton Revolution' in the late Cambrian,,"Palaeogeography, Palaeoclimatology, Palaeoecology",,,458,,12-28,https://hdl.handle.net/10.1016/j.palaeo.2015.11.003
Actes de Colloques - IFREMER. Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER): Brest.  ISSN 0761-3962,,1985,Actes de Colloques - IFREMER,,,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),Brest,,,,
"<b>Foissner, W.; Filker, S.; Stoeck, T.</b> (2014). <i>Schmidingerothrix salinarum</i> nov. spec. is the molecular sister of the large oxytrichid clade (Ciliophora, Hypotricha). <i>J. Eukaryot. Microbiol. 61(1)</i>: 61-74. <a href=""https://hdl.handle.net/10.1111/jeu.12087"" target=""_blank"">https://hdl.handle.net/10.1111/jeu.12087</a>","Foissner, W.; Filker, S.; Stoeck, T.",2014,"<i>Schmidingerothrix salinarum</i> nov. spec. is the molecular sister of the large oxytrichid clade (Ciliophora, Hypotricha)",,Journal of Eukaryotic Microbiology,,,61,1,61-74,https://hdl.handle.net/10.1111/jeu.12087
Concepts in Magnetic Resonance Part B-Magnetic Resonance Engineering. Wiley-Blackwell: Hoboken.  ISSN 1552-5031; e-ISSN 1552-504X,,300000,Concepts in Magnetic Resonance Part B-Magnetic Resonance Engineering,,,Wiley-Blackwell,Hoboken,,,,
"<b>Copley, J.; Tyler, P.A.; Van Dover, C.L.; Schulz, A.; Dickson, P.; Singh, S.; Sulanowska, M.</b> (1999). Effects of ODP drilling on the TAG hydrothermal vent community, 26°N Mid-Atlantic Ridge. <i>Mar. Ecol. (Berl.) 20</i>: 291-306","Copley, J.; Tyler, P.A.; Van Dover, C.L.; Schulz, A.; Dickson, P.; Singh, S.; Sulanowska, M.",1999,"Effects of ODP drilling on the TAG hydrothermal vent community, 26°N Mid-Atlantic Ridge",,Marine Ecology (Berlin),,,20,,291-306,
"<b>Ates, R.M.L.</b> (1982). Nederlandse namen van inheemse zeeanemonen en hun verwanten. <i>Het Zeepaard 42(6)</i>: 162-165","Ates, R.M.L.",1982,Nederlandse namen van inheemse zeeanemonen en hun verwanten,,Het Zeepaard,,,42,6,162-165,
"<b>Forget, G.; Ferreira, D.</b> (2019). Global ocean heat transport dominated by heat export from the tropical Pacific. <i>Nature Geoscience 12(5)</i>: 351-354. <a href=""https://hdl.handle.net/10.1038/s41561-019-0333-7"" target=""_blank"">https://hdl.handle.net/10.1038/s41561-019-0333-7</a>","Forget, G.; Ferreira, D.",2019,Global ocean heat transport dominated by heat export from the tropical Pacific,,Nature Geoscience,,,12,5,351-354,https://hdl.handle.net/10.1038/s41561-019-0333-7
"<b>Hoar, W.S.; Randall, D.J.; Farrell, A.P. (Ed.)</b> (1992). Cardiovascular System. <i>Fish physiology series</i>, 12(A). Academic Press: [s.l.].","Hoar, W.S.; Randall, D.J.; Farrell, A.P. (Ed.)",1992,Cardiovascular System,,Fish physiology series,Academic Press,,12,A,,
"<b>den Haan, E.J.</b> (1988). Hanset een E.E.M. programma voor consolidatie en kruip, <b><i>in</i></b>: <i>Nieuwe ontwikkelingen bij waterkeringen, woensdag 20 april 1988.</i> pp. 17-20","den Haan, E.J.",1988,Hanset een E.E.M. programma voor consolidatie en kruip,"Nieuwe ontwikkelingen bij waterkeringen, woensdag 20 april 1988",,,,,,17-20,
"<b>Van den Heuvel, E.H.J.</b> (1979). Knokke en de streek van het zwin rond 1830. <i>Jaarboek Cnoc is Ier 7(13)</i>: 21-32","Van den Heuvel, E.H.J.",1979,Knokke en de streek van het zwin rond 1830,,Jaarboek Cnoc is Ier,,,7,13,21-32,
"<b>Rossi-Snook, K.; Ozbay, G.; Marenghi, F.</b> (2010). Oyster (<i>Crassostrea virginica</i>) gardening program for restoration in Delaware’s Inland Bays, USA. <i>Aquacult. Int. 18(1)</i>: 61-67. <a href=""https://hdl.handle.net/10.1007/s10499-009-9271-5"" target=""_blank"">https://hdl.handle.net/10.1007/s10499-009-9271-5</a>","Rossi-Snook, K.; Ozbay, G.; Marenghi, F.",2010,"Oyster (<i>Crassostrea virginica</i>) gardening program for restoration in Delaware’s Inland Bays, USA",,Aquaculture International,,,18,1,61-67,https://hdl.handle.net/10.1007/s10499-009-9271-5
"<b>Gonsaeles, G.</b> (2004). Het CCR-verdrag inzake de verzameling, afgifte en inname van afval in de Rijn- en binnenvaart, <b><i>in</i></b>: Van Hooydonk, E. (Ed.) <i>Zeeverontreiniging: preventie, bestrijding en aansprakelijkheid. Antwerpse Zeerechtdagen,</i> : pp. 251-267","Gonsaeles, G.",2004,"Het CCR-verdrag inzake de verzameling, afgifte en inname van afval in de Rijn- en binnenvaart","Zeeverontreiniging: preventie, bestrijding en aansprakelijkheid",Antwerpse Zeerechtdagen,,,,,251-267,
"<b>Delépine, G.</b> (1910). étude sur le calcaire carbonifère de Belgique (Hainaut et région de Namur) comparaison avec Sud-Ouest de l'Angleterre. <i>Bull. Soc. belge Géol. Paléontol. Hydrol. 24</i>: 3-24","Delépine, G.",1910,étude sur le calcaire carbonifère de Belgique (Hainaut et région de Namur) comparaison avec Sud-Ouest de l'Angleterre,,"Bulletin van de Belgische Vereniging voor Geologie, Paleontologie en Hydrologie = Bulletin de la Société Belge de Géologie, de Paléontologie et d'Hydrologie",,,24,,3-24,
"<b>Cool, J.C.; Schijff, F.J.; Viersma, T.J.</b> (1972). Regeltechniek. Tweede, geheel herziene druk. Agon Elsevier: Amsterdam. ISBN 90-10-10371-4. XIV, 512 pp.","Cool, J.C.; Schijff, F.J.; Viersma, T.J.",1972,Regeltechniek,,,Agon Elsevier,Amsterdam,,,"XIV, 512",
"<b>Smith, H.D.</b> (2004). The Belgian sea, <b><i>in</i></b>: <i>Report of the Workshop on Marine Spatial Planning, Gent, January 16-17, 2004.</i> pp. 28-29","Smith, H.D.",2004,The Belgian sea,"Report of the Workshop on Marine Spatial Planning, Gent, January 16-17, 2004",,,,,,28-29,
(1992). Oostende uit het oosten gezin - ca 1963. <i>De Plate 21(4)</i>,,1992,Oostende uit het oosten gezin - ca 1963,,"De Plate: Tijdschrift Heemkundige Kring ""De Plate""",,,21,4,,
"<b>Dupré, P.</b> (2005). La pêche côtière du Calvados (XIXe-XXe siècles), <b><i>in</i></b>: Barré, É. <i>et al.</i> (Ed.) <i>Ils Vivent avec le Rivage: Pêche Côtière et Exploitation du Littoral. Colloque du Musée maritime de l'île Tatihou (29 juin - 1er juillet 2000). Histoire Maritime,</i> 2: pp. 45-56","Dupré, P.",2005,La pêche côtière du Calvados (XIXe-XXe siècles),Ils Vivent avec le Rivage: Pêche Côtière et Exploitation du Littoral. Colloque du Musée maritime de l'île Tatihou (29 juin - 1er juillet 2000),Histoire Maritime,,,,,45-56,
"<b>Ben-Yami, M.</b> (1961). The use of machine-made net webbing for Mediterranean trawl nets = L'utilisation de nappes de filet faites à la machine pour la fabrication de chaluts méditerranéens. <i>Proc. Gen. Fish. Coun. Medit. 6</i>: 129-135","Ben-Yami, M.",1961,The use of machine-made net webbing for Mediterranean trawl nets = L'utilisation de nappes de filet faites à la machine pour la fabrication de chaluts méditerranéens,,Proceedings and Technical Papers of the General Fisheries Council for the Mediterranean = Débats et Documents du Conseil Général des Pêches pour la Méditerranée,,,6,,129-135,
Fisk og Hav. Skrifter fra Danmarks Fiskeri- og Havundersøgelser. Danmarks Fiskeri- og Havundersøgelser: Charlottenlund.  ISSN 0105-9211; e-ISSN 1904-7924,,1972,Fisk og Hav. Skrifter fra Danmarks Fiskeri- og Havundersøgelser,,,Danmarks Fiskeri- og Havundersøgelser,Charlottenlund,,,,
"<b>Le Gall, J.</b> (1932). Teleostei Physoclisti Labriformes-Labridae: <i>Labrus (Acantholabrus) palloni</i> Risso 1810. <i>Faune ichthyologique de l'Atlantique Nord</i>, 11(262). Conseil International pour l'Exploration de la Mer: Copenhagen.  1 leaf pp.","Le Gall, J.",1932,Teleostei Physoclisti Labriformes-Labridae: <i>Labrus (Acantholabrus) palloni</i> Risso 1810,,Faune ichthyologique de l'Atlantique Nord,Conseil International pour l'Exploration de la Mer,Copenhagen,11,262,1 leaf,
"<b>Spronck, R.; Triquet, J.</b> (1948). Hydrographie de la côte océane du Congo belge. <i>Bull. Cent. étud. rech. essais sci. génie civ. 3</i>: 317-331","Spronck, R.; Triquet, J.",1948,Hydrographie de la côte océane du Congo belge,,Bulletin du Centre d'études de recherches et d'essais scientifiques des constructions du génie civil,,,3,,317-331,
Seminars in Ophthalmology. TAYLOR & FRANCIS INC: Philadelphia.  ISSN 0882-0538; e-ISSN 1744-5205,,300000,Seminars in Ophthalmology,,,TAYLOR &amp; FRANCIS INC,Philadelphia,,,,
"<b>Moreteau, J.-Cl.</b> (2003). Comparaison de modèles de croissance chez <i>Pinna nobilis</i> et autres mollusques, <b><i>in</i></b>: <i>Premier Séminaire International sur la Grande nacre de Méditerranée <i>Pinna nobilis</i>, 10-12 octobre 2002, Île des Embiez, Var, France. Mémoires de l'Institut océanographique Paul Ricard,</i> : pp. 63-76","Moreteau, J.-Cl.",2003,Comparaison de modèles de croissance chez <i>Pinna nobilis</i> et autres mollusques,"Premier Séminaire International sur la Grande nacre de Méditerranée <i>Pinna nobilis</i>, 10-12 octobre 2002, Île des Embiez, Var, France",Mémoires de l'Institut océanographique Paul Ricard,,,,,63-76,
"<b>Faasse, M.</b> (2003). De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida): 3. De cryptogene <i>Stylochus flevensis</i> (Hofker, 1930). <i>Het Zeepaard 63(5)</i>: 153-158","Faasse, M.",2003,"De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida): 3. De cryptogene <i>Stylochus flevensis</i> (Hofker, 1930)",,Het Zeepaard,,,63,5,153-158,
(2009). Onderzoek bij de kampeerautotoeristen aan de Vlaamse Kust (zomer 2009). Toerisme Vlaanderen: Brugge.,,2009,Onderzoek bij de kampeerautotoeristen aan de Vlaamse Kust (zomer 2009),,,Toerisme Vlaanderen,Brugge,,,,
"<b>Cheng, S.-Y.; Chen, J.-C.</b> (2002). Study on the oxyhemocyanin, deoxyhemocyanin, oxygen affinity and acid-base balance of <i>Marsupenaeus japonicus</i> following exposure to combined elevated nitrite and nitrate. <i>Aquat. Toxicol. 61(3-4)</i>: 181-193","Cheng, S.-Y.; Chen, J.-C.",2002,"Study on the oxyhemocyanin, deoxyhemocyanin, oxygen affinity and acid-base balance of <i>Marsupenaeus japonicus</i> following exposure to combined elevated nitrite and nitrate",,Aquatic Toxicology,,,61,3-4,181-193,
"<b>Ramirez-Llodra, E.; Pedersen, T.; Dexter, K.F.; Hauquier, F.; Guilini, K.; Mikkelsen, N.; Borgersen, G.; Van Gyseghem, M.; Vanreusel, A.; Vilas, D.</b> (2021). Community structure of deep fjord and shelf benthic fauna receiving different detrital kelp inputs in northern Norway. <i>Deep-Sea Res., Part 1, Oceanogr. Res. Pap. 168</i>: 103433. <a href=""https://hdl.handle.net/10.1016/j.dsr.2020.103433"" target=""_blank"">https://hdl.handle.net/10.1016/j.dsr.2020.103433</a>","Ramirez-Llodra, E.; Pedersen, T.; Dexter, K.F.; Hauquier, F.; Guilini, K.; Mikkelsen, N.; Borgersen, G.; Van Gyseghem, M.; Vanreusel, A.; Vilas, D.",2021,Community structure of deep fjord and shelf benthic fauna receiving different detrital kelp inputs in northern Norway,,"Deep-Sea Research, Part I. Oceanographic Research Papers",,,168,,103433,https://hdl.handle.net/10.1016/j.dsr.2020.103433
"<b>Fockedey, N.</b> (2008). De vruchten van de zee: Waar komt onze verse vis vandaan?, <b><i>in</i></b>: <i>De Grote Rede 23. De Grote Rede: Nieuws over onze Kust en Zee,</i> 23: pp. 22","Fockedey, N.",2008,De vruchten van de zee: Waar komt onze verse vis vandaan?,De Grote Rede 23,De Grote Rede: Nieuws over onze Kust en Zee,,,,,22,
"<b>Saris, F.J.A.; Aldenberg, T.</b> (1986). Ecosysteemmodellen: mogelijkheden en beperkingen. PUDOC: Wageningen. ISBN 90-220-0912-2. 119 pp.","Saris, F.J.A.; Aldenberg, T.",1986,Ecosysteemmodellen: mogelijkheden en beperkingen,,,PUDOC,Wageningen,,,119,
"<b>Altenburger, A.; Blossom, H.E.; Garcia-Cuetos, L.; Jakobsen, H.H.; Carstensen, J.; Lundholm, N.; Hansen, P.J.; Moestrup, O.; Haraguchi, L.</b> (2020). Dimorphism in cryptophytes—The case of <i>Teleaulax amphioxeia/Plagioselmis prolonga</i> and its ecological implications. <i>Science Advances 6(37)</i>: eabb1611. <a href=""https://hdl.handle.net/10.1126/sciadv.abb1611"" target=""_blank"">https://hdl.handle.net/10.1126/sciadv.abb1611</a>","Altenburger, A.; Blossom, H.E.; Garcia-Cuetos, L.; Jakobsen, H.H.; Carstensen, J.; Lundholm, N.; Hansen, P.J.; Moestrup, O.; Haraguchi, L.",2020,Dimorphism in cryptophytes—The case of <i>Teleaulax amphioxeia/Plagioselmis prolonga</i> and its ecological implications,,Science Advances,,,6,37,eabb1611,https://hdl.handle.net/10.1126/sciadv.abb1611
"<b>Troost, P.J.; de Raeve; De Heem; Dufourny</b> (1886-1899). Amélioration de l'Escaut maritime - Notice sur les travaux de l'Escaut - Inondations de la Lys. Administration des Ponts et Chaussées: Anvers. 8; 13; 14 pp.","Troost, P.J.; de Raeve; De Heem; Dufourny",1886,Amélioration de l'Escaut maritime - Notice sur les travaux de l'Escaut - Inondations de la Lys,,,Administration des Ponts et Chaussées,Anvers,,,8; 13; 14,
"<b>Priscilla, K.</b> (2020). Feeding rate in crustaceans along a metal pollution gradient. MSc Thesis. University of Antwerp/Ghent University/Free University of Brussels (VUB): Antwerp/Ghent/Brussels. [38] pp.","Priscilla, K.",2020,Feeding rate in crustaceans along a metal pollution gradient,,,"University of Antwerp, Ghent University, Free University of Brussels (VUB)",Antwerp/Ghent/Brussels,,,[38],
"<b>Smith, K.</b> (2003). Hydrogeologische studie te Koksijde: kunstmatige infiltratie als bijdrage tot duurzame waterwinning in kustgebieden. MSc Thesis. Universiteit Gent, Faculteit Wetenschappen, Vakgroep Geologie en Bodemkunde, Onderzoekseenheid Toegepaste Geologie en Hydrogeologie: Gent.  168 pp.","Smith, K.",2003,Hydrogeologische studie te Koksijde: kunstmatige infiltratie als bijdrage tot duurzame waterwinning in kustgebieden,,,"Universiteit Gent, Faculteit Wetenschappen, Vakgroep Geologie en Bodemkunde, Onderzoekseenheid Toegepaste Geologie en Hydrogeologie",Gent,,,168,
"<b>SALV</b> (2010). Advies over de beleidsnota Landbouw, Visserij en Plattelandsbeleid 2009-2014. Strategische Adviesraad voor Landbouw en Visserij: Brussel.  19 pp.",SALV,2010,"Advies over de beleidsnota Landbouw, Visserij en Plattelandsbeleid 2009-2014",,,Strategische Adviesraad voor Landbouw en Visserij,Brussel,,,19,
"(2021). Ending marine pollution. <i>Nature Sustainability 4(6)</i>: 459-459. <a href=""https://dx.doi.org/10.1038/s41893-021-00734-2"" target=""_blank"">https://dx.doi.org/10.1038/s41893-021-00734-2</a>",,2021,Ending marine pollution,,Nature Sustainability,,,4,6,459-459,https://dx.doi.org/10.1038/s41893-021-00734-2
"<b>Debaeke, S.</b> (2005). Oostende graag gezien: de oudste prentkaarten. De Klaproos: Brugge. ISBN 90-5508-080-2. 224 pp.","Debaeke, S.",2005,Oostende graag gezien: de oudste prentkaarten,,,De Klaproos,Brugge,17,,224,
"<b>Van Keeken, O.A.; van Hoppe, M.; Grift, R.E.; Rijnsdorp, A.D.</b> (2007). Changes in the spatial distribution of North Sea plaice (<i>Pleuronectes platessa</i>) and implications for fisheries management. <i>J. Sea Res. 57(2-3)</i>: 187-197. <a href=""https://hdl.handle.net/10.1016/j.seares.2006.09.002"" target=""_blank"">https://hdl.handle.net/10.1016/j.seares.2006.09.002</a>","Van Keeken, O.A.; van Hoppe, M.; Grift, R.E.; Rijnsdorp, A.D.",2007,Changes in the spatial distribution of North Sea plaice (<i>Pleuronectes platessa</i>) and implications for fisheries management,,Journal of Sea Research,,,57,2-3,187-197,https://hdl.handle.net/10.1016/j.seares.2006.09.002
"<b>Michel, C.; Voss, J.</b> (1988). Communication optique chez les labrides, <b><i>in</i></b>: <i>Actes du colloque: recherches oceanographiques en mer Mediterranee (biologie, chimie, géologie, physique).</i> pp. 173-182","Michel, C.; Voss, J.",1988,Communication optique chez les labrides,"Actes du colloque: Recherches oceanographiques en mer Mediterranee (biologie, chimie, géologie, physique) - Université de l'État à Liège, Campus du Sart Tilman, 17-18 mars 1988",,,,,,173-182,
"<b>McPherson, M.B.; Strausser, H.S.; Williams, J.C. jr.</b> (1957). Butterfly valve flow characteristics. <i>Journal of the Hydraulics Division: Proceedings of the American Society of Civil Engineers 83(HY1)</i>: 1167(1)-1167(28)","McPherson, M.B.; Strausser, H.S.; Williams, J.C. jr.",1957,Butterfly valve flow characteristics,,Journal of the Hydraulics Division: Proceedings of the American Society of Civil Engineers,,,83,HY1,1167(1)-1167(28),
(1980). De beveiliging van het Zeescheldebekken tegen stormvloeden op de Noordzee: plan met stormvloedkering te Antwerpen - Alternatieve plannen. Antwerpse Zeediensten: Antwerpen.  28 + appendices pp.,,1980,De beveiliging van het Zeescheldebekken tegen stormvloeden op de Noordzee: plan met stormvloedkering te Antwerpen - Alternatieve plannen,,,Antwerpse Zeediensten,Antwerpen,,,28 + appendices,
"<b>Debayle, E.; Bodin, T.; Durand, S.; Ricard, Y.</b> (2020). Seismic evidence for partial melt below tectonic plates. <i>Nature (Lond.) 586(7830)</i>. <a href=""https://hdl.handle.net/10.1038/s41586-020-2809-4"" target=""_blank"">https://hdl.handle.net/10.1038/s41586-020-2809-4</a>","Debayle, E.; Bodin, T.; Durand, S.; Ricard, Y.",2020,Seismic evidence for partial melt below tectonic plates,,Nature: International Weekly Journal of Science,,,586,7830,,https://hdl.handle.net/10.1038/s41586-020-2809-4
"<b>Chavatte, N.</b> (2001). Het hyperbenthos van de Oosterschelde en de Westerschelde: seizoenaliteit en patronen op middellange termijn. MSc Thesis. Universiteit Gent. Marine Biologie. Instituut voor Dierkunde. Vakgroep Morfologie, Systematiek en Ecologie: Gent. 148 pp.","Chavatte, N.",2001,Het hyperbenthos van de Oosterschelde en de Westerschelde: seizoenaliteit en patronen op middellange termijn,,,"Universiteit Gent. Marine Biologie. Instituut voor Dierkunde. Vakgroep Morfologie, Systematiek en Ecologie",Gent,,,148,
"<b>Gertman, I.; Hecht, A.</b> (2002). The Dead Sea hydrography from 1992 to 2000. <i>J. Mar. Syst. 35(3-4)</i>: 169-181. <a href=""http://dx.doi.org/10.1016/s0924-7963(02)00079-9"" target=""_blank"">http://dx.doi.org/10.1016/s0924-7963(02)00079-9</a>","Gertman, I.; Hecht, A.",2002,The Dead Sea hydrography from 1992 to 2000,,Journal of Marine Systems,,,35,3-4,169-181,https://dx.doi.org/10.1016/s0924-7963(02)00079-9
"<b>Adrian-Martinez, S.; van Haren, H.</b> (2016). A search for Secluded Dark Matter in the Sun with the ANTARES neutrino telescope. <i>Journal of Cosmology and Astroparticle Physics 2016</i>: 1-12. <a href=""https://dx.doi.org/10.1088/1475-7516/2016/05/016"" target=""_blank"">https://dx.doi.org/10.1088/1475-7516/2016/05/016</a>","Adrian-Martinez, S.; van Haren, H.",2016,A search for Secluded Dark Matter in the Sun with the ANTARES neutrino telescope,,Journal of Cosmology and Astroparticle Physics,,,2016,,1-12,https://dx.doi.org/10.1088/1475-7516/2016/05/016
"<b>Theuns, J.; D'Heygers, O.; Sterling, A.</b> (1968). Brug over het Nethekanaal te Pulle. <i>WL Rapporten</i>, 264_2. Waterbouwkundig Laboratorium: Antwerpen. 9 +7 fig. pp.","Theuns, J.; D'Heygers, O.; Sterling, A.",1968,Brug over het Nethekanaal te Pulle,,WL Rapporten,Waterbouwkundig Laboratorium,Antwerpen,264_2,,9 +7 fig.,
