String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"Sars, G. O. (1883). Preliminary notices on the Schizopoda of H.M.S. Challenger Expedition. <em>Forhandl. Vidensk. Selsk. Christiania.</em> 1883, 7: 1-43.","Sars, G. O.",1883,Preliminary notices on the Schizopoda of H.M.S. Challenger Expedition,,Forhandl. Vidensk. Selsk. Christiania,,,7,,1-43
"Sars, G. O. (1885). Report on the Schizopoda collected by H.M.S. Challenger during the years 1873-1876. <em>Report on the Scientific Results of the Voyage of H.M.S. Challenger during the years 1873–76. Zoology.</em> 13 (part 37): 1-228, pl. 1-38.","Sars, G. O.",1885,Report on the Schizopoda collected by H.M.S. Challenger during the years 1873-1876.,,Report on the Scientific Results of the Voyage of H.M.S. Challenger during the years 1873–76. Zoology,,,13,part 37,"1-228, pl. 1-38"
"Sars, G.O. (1866). II. Beretning om en i Sommeren 1865 foretagen zoologisk Reise ved Kysterne af Christianias og Christiansands Stifter. <em>Nyt Magazin for Naturvidenskaberne.</em> 15: 84-128.","Sars, G.O",1866,II. Beretning om en i Sommeren 1865 foretagen zoologisk Reise ved Kysterne af Christianias og Christiansands Stifter,,Nyt Magazin for Naturvidenskaberne,,,15,,84-128
"Sars, G.O. (1873). Bidrag til Kundskaben om Dyrelivet paa vore Havbanker. <em>Forhandlinger i Videnskaps-Selskapet i Christiania.</em> 1872, 73-119.","Sars, G.O.",1873,Bidrag til Kundskaben om Dyrelivet paa vore Havbanker,,Forhandlinger i Videnskaps-Selskapet i Christiania,,,1872,,73-119
"Sars, G.O. (1877). Nye Bidrag til Kundskaben om Middelhavets Invertebratfauna I. Middelhavets Mysider. <em>Arch. Math. Naturvidenskaberne.</em> 2: 10-119, 36pls.","Sars, G.O.",1877,Nye Bidrag til Kundskaben om Middelhavets Invertebratfauna I. Middelhavets Mysider,,Arch. Math. Naturvidenskaberne,,,2,,"10-119, 36pls"
"Sars, G.O. (1879). Extracts from Prof. G.O. Sars's report on the Norwegian Atlantic Expedition of 1876. <em>Report of the Commissioner 1877.</em> 681-692.","Sars, G.O.",1879,Extracts from Prof. G.O. Sars's report on the Norwegian Atlantic Expedition of 1876,,Report of the Commissioner 1877,,,,,681-692
"Sars, G.O. (1885). Crustacea. I. <em>Den Norske Nordhavs-Expedition, 1876-1878 (Norwegian North Atlantic Expedition 1876-1878), Zoology 6.</em> 14:1-280, pls. 1-21, map 1. [Copepods 234-240].","Sars, G.O.",1885,Crustacea. I.,,"Den Norske Nordhavs-Expedition, 1876-1878 (Norwegian North Atlantic Expedition 1876-1878), Zoology 6",,,14,,"1-280, pls. 1-21, map 1. [Copepods 234-240]"
"Sars, G.O. (1906). Copepoda Harpacticoida. Parts XIII & XIV. Diosaccidae (continued). <em>An Account of the Crustacea of Norway, with short descriptions and figures of all the species. Bergen Museum, Bergen.</em> 5:157-172, pls. 97-112.","Sars, G.O.",1906,Copepoda Harpacticoida. Parts XIII & XIV. Diosaccidae (continued).,"An Account of the Crustacea of Norway, with short descriptions and figures of all the species",,Bergen Museum,Bergen,,,"157-172, pls. 97-112."
"Sars, G.O. (1907). Mysidae. <em>Trudy Kaspiiskoi Ekspeditsii.</em> 1: 243-313.","Sars, G.O.",1907,Mysidae,,Trudy Kaspiiskoi Ekspeditsii,,,,,243-313
"Sars, G.O. (1909). Copepoda Harpacticoida. Parts XXVII & XXVIII. Cletodidae (concluded), Anchorabolidae, Cylindropsyllidae, Tachidiidae (part). <em>An Account of the Crustacea of Norway, with short descriptions and figures of all the species. Bergen Museum, Bergen.</em> 5:305-336, pls. 209-224.","Sars, G.O.",1909,"Copepoda Harpacticoida. Parts XXVII & XXVIII. Cletodidae (concluded), Anchorabolidae, Cylindropsyllidae, Tachidiidae (part).","An Account of the Crustacea of Norway, with short descriptions and figures of all the species",,Bergen Museum,Bergen,5,,"305-336, pls. 209-224."
"Sars, G.O. (1911). An account of the Crustacea of Norway, with short descriptions and figures of all the species: V. Copepoda Harpacticoida. <em>Bergens Museum: Bergen.</em> 449, Plates I-CCXXX & suppl. 1-54 pp.","Sars, G.O.",1911,"An account of the Crustacea of Norway, with short descriptions and figures of all the species: V. Copepoda Harpacticoida",,,Bergens Museum,Bergen,,,"449, Plates I-CCXXX & suppl. 1-54 pp."
"Sartoni, G.; Boddi, S. (1993). Apoglossum gregarium (Delesseriaceae, Rhodophyta), a New Record for Mediterranean Algal Flora. Botanica Marina. 36: 297-302.","Sartoni, G.; Boddi, S.",1993,"Apoglossum gregarium (Delesseriaceae, Rhodophyta), a New Record for Mediterranean Algal Flora",,Botanica Marina,,,36,,297-302
"Sartoni, G.; Boddi, S. (2002). <i>Ceramium bisporum</i> (Ceramiaceae, Rhodophyta), a new record for the Mediterranean algal flora. <em>Botanica marina.</em> 45: 566-570.","Sartoni, G.; Boddi, S.",2002,"<i>Ceramium bisporum</i> (Ceramiaceae, Rhodophyta), a new record for the Mediterranean algal flora",,Botanica marina,,,45,,566-570
"Sartoni, G.; Boddi, S.; Hass, J. (1995). <i>Chrysonephos lewisii</i> (Sarcinochrysidales, Chrysophyceae), a New Record for the Mediterranean Algal Flora. <em>Botanica Marina.</em> 38(1-6), 121-126.","Sartoni, G.; Boddi, S.; Hass, J.",1995,"<i>Chrysonephos lewisii</i> (Sarcinochrysidales, Chrysophyceae), a New Record for the Mediterranean Algal Flora",,Botanica Marina,,,38,1-6,121-126
"Sato, C. (1913). Free-swimming Copepoda.(1). Fuyusei-Tokyakurui.(1). <em>Hokkaido Fisheries Research Laboratory, Investigation Reports.</em> 1:1-82, pls. 8.","Sato, C.",1913,Free-swimming Copepoda.(1). Fuyusei-Tokyakurui.(1),,"Hokkaido Fisheries Research Laboratory, Investigation Reports",,,1,,"1-82, pls. 8."
"Sauriau, P.-G. (1991). Spread of <i>Cyclope neritea</i> (Mollusca: Gastropoda) along the north-eastern Atlantic coasts in relation to oyster culture and to climatic fluctuations. <em>Marine Biology.</em> 109: 299-309.","Sauriau, P.-G.",1991,Spread of <i>Cyclope neritea</i> (Mollusca: Gastropoda) along the north-eastern Atlantic coasts in relation to oyster culture and to climatic fluctuations,,Marine Biology,,,109,,299-309
"Scapolatempo, M.; Solustri, C.; Sabelli, B. (2003). <i>Amathina tricarinata</i> (Linnaeus, 1767) (Orthogastropoda, Heterobranchia, Amathinidae): una nuova specie esotica in Mediterraneo. <em>Biologia Marina Mediterranea.</em> 10(2): 614-617.","Scapolatempo, M.; Solustri, C.; Sabelli, B.",2003,"<i>Amathina tricarinata</i> (Linnaeus, 1767) (Orthogastropoda, Heterobranchia, Amathinidae): una nuova specie esotica in Mediterraneo",,Biologia Marina Mediterranea,,,10,2,614-617
"Schiller, J. (1928). Die planktischen Vegetationen des adriatischen Meeres. C. Dinoflagellata. II Teil. Gymnodiniales. <em>Archiv für Protistenkunde.</em> 62(1): 119-166, pl. 6.","Schiller, J.",1928,Die planktischen Vegetationen des adriatischen Meeres. C. Dinoflagellata. II Teil. Gymnodiniales,,Archiv für Protistenkunde,,,62,1,"119-166, pl. 6"
"Schmidt, D.N.; Thierstein, H.R.; Bollmann, J.; Schiebel, R. (2004). Abiotic Forcing of Plankton Evolution in the Cenozoic. <em>Science.</em> 303: 207-210.","Schmidt, D.N.; Thierstein, H.R.; Bollmann, J.; Schiebel, R.",2004,Abiotic Forcing of Plankton Evolution in the Cenozoic,,Science,,,303,,207-210
"Schockaert, E. R.; Curini-Galletti, M.; De Ridder, W.; Volonterio, O.; Artois, T. (2009). A new family of lithophoran Proseriata (Platyhelminthes), with the description of seven new species from the Indo-Pacific and South America, and the proposal of three new genera. <em>Zoological Journal of the Linnean Society.</em> 155(4): 759-773.","Schockaert, E. R.; Curini-Galletti, M.; De Ridder, W.; Volonterio, O.; Artois, T.",2009,"A new family of lithophoran Proseriata (Platyhelminthes), with the description of seven new species from the Indo-Pacific and South America, and the proposal of three new genera",,Zoological Journal of the Linnean Society,,,155,4,759-773
"Schockaert, E. R.; Karling, T. G. (1975). Anatomy and taxonomy of some species of Polycystididae (Turbellaria, Kalyptorhynchia) from N. Atlantic and Mediterranean coastal areas. <em>Zoologica Scripta.</em> 4: 133-143.","Schockaert, E. R.; Karling, T. G.",1975,"Anatomy and taxonomy of some species of Polycystididae (Turbellaria, Kalyptorhynchia) from N. Atlantic and Mediterranean coastal areas.",,Zoologica Scripta,,,4,,133-143
"Schockaert, E.R.; Brunet, M. (1971). Turbellaria Polycystididae (Turbellaria, Kalyptorhynchia) from the Marseille-area: 2. <i>Gallorhynchus simplex</i> n.g. n.sp. and <i>G. mediterraneus</i> n.sp. <em>Annales de la Société Royale Zoologique de Belgique.</em> 101(1-2): 65-75.","Schockaert, E.R.; Brunet, M.",1971,"Turbellaria Polycystididae (Turbellaria, Kalyptorhynchia) from the Marseille-area: 2. <i>Gallorhynchus simplex</i> n.g. n.sp. and <i>G. mediterraneus</i> n.sp.",,Annales de la Société Royale Zoologique de Belgique,,,101,1-2,65-75
"Schönberg, C.H.L. (2000). Bioeroding sponges common to the Central Great Barrier Reef: descriptions of three new species, two new records, and additions to two previously described species. <em>Senckenbergiana maritima.</em> 30(3-6): 161-221.","Schönberg, C.H.L.",2000,"Bioeroding sponges common to the Central Great Barrier Reef: descriptions of three new species, two new records, and additions to two previously described species",,Senckenbergiana maritima,,,30,3-6,161-221
"Schrijvers, J., J. Okondo, M. Steyaert & M. Vincx. (1995). Influence of epibenthos on meiobenthos of the Ceriops tagal mangrove sediment at Gazi Bay, Kenya. Marine Ecology Progress Series 128(1-3):247-259.","Schrijvers, J., J. Okondo, M. Steyaert & M. Vincx",1995,"Influence of epibenthos on meiobenthos of the Ceriops tagal mangrove sediment at Gazi Bay, Kenya.",,Marine Ecology Progress Series,,,128,1-3,247-259
"Schrijvers, J.; Camargo, M.G.; Pratiwi, R.; Vincx, M. (1998). The infaunal macrobenthos under east African Ceriops tagal mangroves impacted by epibenthos. <em>J. Exp. Mar. Biol. Ecol.</em> 222(1-2): 175-193.","Schrijvers, J.; Camargo, M.G.; Pratiwi, R.; Vincx, M.",1998,The infaunal macrobenthos under east African Ceriops tagal mangroves impacted by epibenthos,,J. Exp. Mar. Biol. Ecol.,,,222,1-2,175-193
"Schrijvers, J.; Schallier, R.; Silence, J.; Okondo, J.; Vincx, M. (1997). Interactions between epibenthos and meiobenthos in a high intertidal avicenna marina mangrove forest. <em>Mangroves and Salt Marshes.</em> 1: 137-154.","Schrijvers, J.; Schallier, R.; Silence, J.; Okondo, J.; Vincx, M",1997,Interactions between epibenthos and meiobenthos in a high intertidal avicenna marina mangrove forest,,Mangroves and Salt Marshes,,,1,,137-154
"Schrijvers, J.; Vincx, M. (1997). Cage experiments in an East African  mangrove forest : a synthesis. <em>J. Sea Res.</em> 38: 123-133.","Schrijvers, J.; Vincx, M.",1997,Cage experiments in an East African  mangrove forest : a synthesis,,J. Sea Res.,,,38,,123-133
"Schultz, H. (2005). Sea Urchins: a guide to worldwide shallow water species. <em>Heinke & Peter Schultz Partner, Hemdingen.</em> 484 pp.","Schultz, H.",2005,Sea Urchins: a guide to worldwide shallow water species,,"Heinke & Peter Schultz Partner, Hemdingen",,,,,484
"Schulz, E. (1932). Beiträge zur Kenntnis mariner Nematoden aus der Kieler Bucht. <em>Zool. Jahrb. Jena (Syst.).</em> 62: 331-430, 51 figs.","Schulz, E.",1932,Beiträge zur Kenntnis mariner Nematoden aus der Kieler Bucht,,Zool. Jahrb. Jena (Syst.),,,62,,"331-430, 51 figs."
"Schulz, E. (1938). Beiträge zur Morphologie und Systematik freilebender mariner Nematoden I. <em>Kieler Meeresforschungen.</em> 3: 114-121.","Schulz, E.",1938,Beiträge zur Morphologie und Systematik freilebender mariner Nematoden I.,,Kieler Meeresforschungen,,,3,,114-121
"Schulze, F.E. (1876). <i>Tiarella singularis</i>, ein neuer Hydroidpolyp. <em>Zeitschrift für wissenschaftliche Zoologie.</em> 27: 403-416.","Schulze, F.E.",1876,"<i>Tiarella singularis</i>, ein neuer Hydroidpolyp.",,Zeitschrift für wissenschaftliche Zoologie,,,27,,403-416
"Schuurmans Stekhoven, J. H. Jr. (1935). Nématodes libres capturés entre les Hydraires dans le port de Plymouth. <em>Bull. Mus. r. Hist. nat. Belg.</em> XI (33): 1-2.","Schuurmans Stekhoven, J. H. Jr.",1935,Nématodes libres capturés entre les Hydraires dans le port de Plymouth,,Bull. Mus. r. Hist. nat. Belg.,,,XI,33,1-2
"Schuurmans Stekhoven, J. H. Jr. (1942). Les nématodes libres marins du Bassin de Chasse d'Ostende [The free-living nematods of the Sluice Dock at Ostend]. <em>Med. K. Belg. Inst. Nat. Wet.</em> 18(12): 1-26.","Schuurmans Stekhoven, J. H. Jr.",1942,Les nématodes libres marins du Bassin de Chasse d'Ostende [The free-living nematods of the Sluice Dock at Ostend],,Med. K. Belg. Inst. Nat. Wet.,,,18,12,1-26
"Schuurmans Stekhoven, J. H. Jr. (1950). The freeliving marine nemas of the Mediterranean: I. The Bay of Villefranche. <em>Mémoires de l'Institut Royal des Sciences Naturelles de Belgique, deuxième série = Verhandelingen van het Koninklijk Belgisch Instituut voor Natuurwetenschappen. Institut Royal des Sciences Naturelles de Belgique: Bruxelles.</em> 2(37): 1-220.","Schuurmans Stekhoven, J. H. Jr.",1950,The freeliving marine nemas of the Mediterranean: I. The Bay of Villefranche,,"Mémoires de l'Institut Royal des Sciences Naturelles de Belgique, deuxième série = Verhandelingen van het Koninklijk Belgisch Instituut voor Natuurwetenschappen. Institut Royal des Sciences Naturelles de Belgique: Bruxelles",,,2,37,1-220
"Sciberras, M.; Schembri, P. (2007). A Critical Review Of Records Of Alien Marine Species From The Maltese Islands And Surrounding Waters (Central Mediterranean). <em>Mediterranean Marine Science.</em> 8(1): 41-66.","Sciberras, M.; Schembri, P.",2007,A Critical Review Of Records Of Alien Marine Species From The Maltese Islands And Surrounding Waters (Central Mediterranean).,,Mediterranean Marine Science,,,8,1,41-66
"Scott, F.J.; Marchant, H.J. (Ed.). (2005). Antarctic marine protists. <em>Australian Biological Resources Study: Canberra.</em> ISBN 0-642-56835-9. 563 pp.","Scott, F.J.; Marchant, H.J. (Ed.)",2005,Antarctic marine protists,,Australian Biological Resources Study,,,,,563
"Scott, T. (1902). Notes on gatherings of Crustacea collected by the Fishery Steamer 'Garland' and the steam trawlers 'Star of Peace' and 'Star of Hope', of Aberdeen, during the year 1901. Annual Report of the Fishery Board for Scotland, Edinburgh 20(3):447-484, pls. 22-25.","Scott, T.",1902,"Notes on gatherings of Crustacea collected by the Fishery Steamer 'Garland' and the steam trawlers 'Star of Peace' and 'Star of Hope', of Aberdeen, during the year 1901.",,Report of the Fishery Board for Scotland,,,20,3,"447-484, pls. 22-25"
"Scott, T. (1902). Observations on the food of fishes. <em>Annual Report of the Fishery Board for Scotland.</em> 20 (3):486-538.","Scott, T.",1902,Observations on the food of fishes.,,Annual Report of the Fishery Board for Scotland,,,20,3,486-538
"Scott, T. & A. Scott. (1901). On some Entomostraca collected in the Arctic Seas in 1898 by William S. Bruce F.R.S.G.S. Annals and Magazine of Natural History (7)8:337-356, pls. 3-6. (xi-1901)","Scott, T. & A. Scott",1901,On some Entomostraca collected in the Arctic Seas in 1898 by William S. Bruce F.R.S.G.S.,,Annals and Magazine of Natural History,,,8,7,"337-356, pls. 3-6. (xi-1901)"
Sea and Pacific Motor Boat. Miller Freeman Publications: Los Angeles,,,Sea and Pacific Motor Boat,,,Miller Freeman Publications,Los Angeles,,,
"Sebastian, S.; Raes, M.; De Mesel, I.; Vanreusel, A. (2007). Comparison of the nematode fauna from the Weddell Sea Abyssal Plain with two North Atlantic abyssal sites. <em>Deep Sea Research Part II: Topical Studies in Oceanography.</em> 54(16-17): 1727-1736.","Sebastian, S.; Raes, M.; De Mesel, I.; Vanreusel, A.",2007,Comparison of the nematode fauna from the Weddell Sea Abyssal Plain with two North Atlantic abyssal sites,,Deep Sea Research Part II: Topical Studies in Oceanography,,,54,16-17,1727-1736
"Seenivasan, R.; Sausen, N.; Medlin, L. K.; Melkonian, M. (2013). Picomonas judraskeda Gen. Et Sp. Nov.: The First Identified Member of the Picozoa Phylum Nov., a Widespread Group of Picoeukaryotes, Formerly Known as ‘Picobiliphytes'. <em>PLoS ONE.</em> 8(3): e59565.","Seenivasan, R.; Sausen, N.; Medlin, L. K.; Melkonian, M.",2013,"Picomonas judraskeda Gen. Et Sp. Nov.: The First Identified Member of the Picozoa Phylum Nov., a Widespread Group of Picoeukaryotes, Formerly Known as ‘Picobiliphytes'",,PLoS ONE,,,8,3,e59565
"Selden, P.A., R. Huys, M.H. Stephenson, A.P. Heward & P. N. Taylor. (2010). Crustaceans from bitumen clast in Carboniferous glacial diamictite extend fossil record of copepods. <em>Nature Communications.</em>","Selden, P.A., R. Huys, M.H. Stephenson, A.P. Heward & P. N. Taylor",2010,Crustaceans from bitumen clast in Carboniferous glacial diamictite extend fossil record of copepods.,,Nature Communications,,,,,
"Serejo, C. S. (2004). Cladistic revision of talitroidean amphipods (Crustacea, Gammaridea), with a proposal of a new classification. <em>Zoologica Scripta.</em> 33(6): 551-586.","Serejo, C. S.",2004,"Cladistic revision of talitroidean amphipods (Crustacea, Gammaridea), with a proposal of a new classification",,Zoologica Scripta,,,33,6,551-586
"Sgarrella, F.; Moncharmont Zei, M. (1993). Benthic Foraminifera of the Gulf of Naples (Italy): systematics and autoecology. <em>Bollettino della Società Paleontologica Italiana.</em> 32(2): 145-264.","Sgarrella, F.; Moncharmont Zei, M.",1993,Benthic Foraminifera of the Gulf of Naples (Italy): systematics and autoecology,,Bollettino della Società Paleontologica Italiana,,,32,2,145-264
"Sharma, J. (1985). A study of the nematode fauna of three estuaries in the Netherlands. <em>PhD Thesis. Rijksuniversiteit Gent: Gent.</em> 279 pp.","Sharma, J.",1985,A study of the nematode fauna of three estuaries in the Netherlands,,PhD Thesis. Rijksuniversiteit Gent: Gent,,,,,279
"Shefer, S.; Feldstein, T.; Mienis, H. K.; Rittner, O.; Gur, A. (2012). First records Of <i>Mimachlamys sanguinea</i> (Linnaeus, 1758) from the Mediterranean coast of Israel (Bivalvia, Pectinidae). <em>Triton.</em> 25: 1-2.","Shefer, S.; Feldstein, T.; Mienis, H. K.; Rittner, O.; Gur, A.",2012,"First records Of <i>Mimachlamys sanguinea</i> (Linnaeus, 1758) from the Mediterranean coast of Israel (Bivalvia, Pectinidae).",,Triton,,,25,,1-2
"Sierra, R.; Matz, M. V.; Aglyamova, G.; Pillet, L.; Decelle, J.; Not, F.; De Vargas, C.; Pawlowski, J. (2013). Deep relationships of Rhizaria revealed by phylogenomics: A farewell to Haeckel's Radiolaria. <em>Molecular Phylogenetics and Evolution.</em> 67(1): 53-59.","Sierra, R.; Matz, M. V.; Aglyamova, G.; Pillet, L.; Decelle, J.; Not, F.; De Vargas, C.; Pawlowski, J.",2013,Deep relationships of Rhizaria revealed by phylogenomics: A farewell to Haeckel's Radiolaria,,Molecular Phylogenetics and Evolution,,,67,1,53-59
"Silén, L. (1942). Carnosa and Stolonifera (Bryozoa) collected by Prof. Dr. Sixten Bock's expedition to Japan and the Bonin Islands 1914. <em>Ark. Zool.</em> 34A(8): 1-33.","Silén, L.",1942,Carnosa and Stolonifera (Bryozoa) collected by Prof. Dr. Sixten Bock's expedition to Japan and the Bonin Islands 1914,,Ark. Zool.,,,34A,8,1-33
"Silén, L. (1946). On two groups of Bryozoa living in Shells of Molluscs. <em>Arkiv för Zoologi. Stockholm.</em> 38B(1): 1-7.","Silén, L.",1946,On two groups of Bryozoa living in Shells of Molluscs,,Arkiv för Zoologi. Stockholm,,,38B,1,1-7
"Silén, L. (1947). On the anatomy and biology of Penetrantiidae and Immergentiidae (Bryozoa). <em>Arkiv för zoologi.</em> 40A: 1-48.","Silén, L.",1947,On the anatomy and biology of Penetrantiidae and Immergentiidae (Bryozoa),,Arkiv för zoologi,,,40A,,1-48
"Silva, P.C. (1960). Remarks on algal nomenclature III. <em>Taxon.</em> 9: 18-25.","Silva, P.C.",1960,Remarks on algal nomenclature III.,,Taxon,,,9,,18-25
"Simon, E. (2010). Argyrotheca furtiva n. sp. and Joania arguta (Grant, 1983) two micromorphic megathyrid brachiopods (Terebratulida, Megathyridoidea) from the Indonesian Archipelago. <em>Bulletin de l'Institut royal des Sciences naturelles de Belgique, Biologie.</em> 80, 277-295.","Simon, E.",2010,"Argyrotheca furtiva n. sp. and Joania arguta (Grant, 1983) two micromorphic megathyrid brachiopods (Terebratulida, Megathyridoidea) from the Indonesian Archipelago",,"Bulletin de l'Institut royal des Sciences naturelles de Belgique, Biologie",,,80,,277-295
"Simon, E.; Willems, G. (1999). Gwynia capsula (Jeffreys, 1859) and other recent brachiopods from submarine caves in Croatia. <em>Bull. K. Belg. Inst. Nat. Wet.</em> 69: 15-21.","Simon, E.; Willems, G.",1999,"Gwynia capsula (Jeffreys, 1859) and other recent brachiopods from submarine caves in Croatia",,Bull. K. Belg. Inst. Nat. Wet.,,,69,,15-21
"Simonini, R. (2002). Distribution and ecology of the genus <i>Ophryotrocha</i> (Polychaeta: Dorvilleidae) in Italian harbours and lagoons. <em>Vie Milieu.</em> 52: 59-65.","Simonini, R.",2002,Distribution and ecology of the genus <i>Ophryotrocha</i> (Polychaeta: Dorvilleidae) in Italian harbours and lagoons,,Vie Milieu,,,52,,59-65
"Sinis, A. (2005). First record of <i>Tylosurus crocodilus</i> (Peron & Lesueur 1821) (Pisces: Belonidae) in the Mediterranean (North Aegean Sea, Greece). <em>Journal of Biological Research.</em> 4: 221-224.","Sinis, A.",2005,"First record of <i>Tylosurus crocodilus</i> (Peron & Lesueur 1821) (Pisces: Belonidae) in the Mediterranean (North Aegean Sea, Greece)",,Journal of Biological Research,,,4,,221-224
"Skuja, H. (1948). Taxonomie des Phytoplanktons einiger Seen in Uppland, Schweden. <em>Symbolae Botanicae Upsalienses.</em> 9(3): 1-399.","Skuja, H.",1948,"Taxonomie des Phytoplanktons einiger Seen in Uppland, Schweden.",,Symbolae Botanicae Upsalienses,,,9,3,1-399
"Skvortzov, B.V. (1968). New and little known Peridineae from northern Manchuria, China. <em>Quart. J. Taiwan Mus.</em> 21: 79-114.","Skvortzov, B.V.",1968,"New and little known Peridineae from northern Manchuria, China.",,Quart. J. Taiwan Mus.,,,21,,79-114
"Slabber, M. (1778). Natuurkundige Verlustigingen, behelzende microscopise Waarnemingen van in - en utilandse Water - en Land-Dieren. <em>J. Bosch, Haarlem.</em> 166 pp, 18 pls.","Slabber, M.",1778,"Natuurkundige Verlustigingen, behelzende microscopise Waarnemingen van in - en utilandse Water - en Land-Dieren",,"J. Bosch, Haarlem",,,,,"166 pp, 18 pls"
Social Cognitive and Affective Neuroscience. OXFORD UNIV PRESS: Oxford.  ISSN 1749-5016; e-ISSN 1749-5024,,,Social Cognitive and Affective Neuroscience,,,OXFORD UNIV PRESS,Oxford,,,
"Soetaert, K., M. Vincx, J. Wittoeck & M. Tulkens. (1995). Meiobenthic distribution and nematode community structure in five European estuaries. Hydrobiologia 311(1-3):185-206.","Soetaert, K., M. Vincx, J. Wittoeck & M. Tulkens",1995,Meiobenthic distribution and nematode community structure in five European estuaries.,,Hydrobiologia,,,311,1-3,185-206
"Soetaert, K.; Heip, C.; Vincx, M. (1991). The meiobenthos along a Mediterranean deep-sea transect off Calvi (Corsica) and in an adjacent canyon. <em>Marine Ecology.</em> 12(3):227-242.","Soetaert, K.; Heip, C.; Vincx, M.",1991,The meiobenthos along a Mediterranean deep-sea transect off Calvi (Corsica) and in an adjacent canyon.,,Marine Ecology,,,12,3,227-242
"Soetaert, K.; Vincx, M. (1987). Six new Richtersia species (Nematoda, Selachinematidae) from the Mediterranean Sea. <em>Zoologica Scripta.</em> 16(2): 125-142.","Soetaert, K.; Vincx, M.",1987,"Six new Richtersia species (Nematoda, Selachinematidae) from the Mediterranean Sea",,Zoologica Scripta,,,16,2,125-142
"Soetaert, K.; Vincx, M. (1988). Spirobolbolaimus bathyalis, gen. nov., sp. nov. (Nematoda, Microlaimidae) from the Mediterranean (Calvi). <em>Hydrobiologia.</em> 164(1): 33-38.","Soetaert, K.; Vincx, M.",1988,"Spirobolbolaimus bathyalis, gen. nov., sp. nov. (Nematoda, Microlaimidae) from the Mediterranean (Calvi)",,Hydrobiologia,,,164,1,33-38
"Somerfield, P.J.; Cochrane, S.J.; Dahle, S.; Pearson, T.H. (2006). Free-living nematodes and macrobenthos in a high-latitude glacial fjord. <em>J. Exp. Mar. Biol. Ecol.</em> 330: 284-296.","Somerfield, P.J.; Cochrane, S.J.; Dahle, S.; Pearson, T.H.",2006,Free-living nematodes and macrobenthos in a high-latitude glacial fjord,,J. Exp. Mar. Biol. Ecol.,,,330,,284-296
"Soors, J.; Faasse, M.; Stevens, M.; Verbessem, I.; De Regge, N.; Van den Bergh, E. (2010). New crustacean invaders in the Schelde estuary (Belgium). <em>Belg. J. Zool.</em> 140(1): 3-10.","Soors, J.; Faasse, M.; Stevens, M.; Verbessem, I.; De Regge, N.; Van den Bergh, E.",2010,New crustacean invaders in the Schelde estuary (Belgium),,Belg. J. Zool.,,,140,1,3-10
"Sopott-Ehlers, B. (1976). Interstitielle Macrostomida und Proseriata (Turbellaria) von der franzosischen Atlantikkuste und den Kanarischen Inseln. <em>Mikrofauna des Meeresbodens.</em> 60:1-35.","Sopott-Ehlers, B.",1976,Interstitielle Macrostomida und Proseriata (Turbellaria) von der franzosischen Atlantikkuste und den Kanarischen Inseln.,,Mikrofauna des Meeresbodens,,,60,,1-35
Southern Journal of Philosophy. Wiley-Blackwell: Hoboken.  ISSN 0038-4283,,,Southern Journal of Philosophy,,,Wiley-Blackwell,Hoboken,,,
"Sowerby, G. B., II. (1870). Descriptions of forty-eight new species of shells. <em>Proceedings of the Zoological Society of London.</em> 1870: 249-259 [publ. November].","Sowerby, G. B., II",1870,Descriptions of forty-eight new species of shells,,Proceedings of the Zoological Society of London,,,1870,,249-259
"Sowerby, G. B., II. (1873). Descriptions of five new cones. <em>Proceedings of the Zoological Society of London.</em> 1873: 145-146, pl. 15.","Sowerby, G. B., II",1873,Descriptions of five new cones,,Proceedings of the Zoological Society of London,,,1873,,"145-146, pl. 15."
"Sowerby, G. B., III. (1875). Descriptions of ten new species of shells. <em>Proceedings of the Zoological Society of London.</em> 43: 125-129, pl. 24.","Sowerby, G. B., III",1875,Descriptions of ten new species of shells,,Proceedings of the Zoological Society of London,,,43,,"125-129, pl. 24."
"Sowerby, G. B., III. (1888). Description of sixteen new species of shells. <em>Proceedings of the Zoological Society of London.</em> 1888: 207-213, pl. 11.","Sowerby, G. B., III",1888,Description of sixteen new species of shells.,,Proceedings of the Zoological Society of London,,,1888,,"207-213, pl. 11"
"Sowinsky, V. (1894). Sur les crustacés de la Mer d'Azov = Ракообраанын Ааовскаго мори. <em>Zapiski Kievskago obshchestva estestvoispytatele = Mémoires de la Société des Naturalistes de Kieff.</em> 13: 289-406.","Sowinsky, V.",1894,Sur les crustacés de la Mer d'Azov = Ракообраанын Ааовскаго мори.,,Zapiski Kievskago obshchestva estestvoispytatele = Mémoires de la Société des Naturalistes de Kieff,,,13,,289-406
"Spanier, E.; Goren, M. (1988). An Indo-Pacific trunkfish <i>Tetrosomus gibbosus</i> (Linnaeus): first record of the family Ostracionidae in the Mediterranean. <em>Journal of Fish Biology.</em> 32(5): 797-798.","Spanier, E.; Goren, M.",1988,An Indo-Pacific trunkfish <i>Tetrosomus gibbosus</i> (Linnaeus): first record of the family Ostracionidae in the Mediterranean,,Journal of Fish Biology,,,32,5,797-798
Special Publication of the Japan Coleopterological Society: Osaka.  ISSN 1346-289X,,,Special Publication of the Japan Coleopterological Society,,,,Osaka,,,
