String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>López Castaño, S.; Verelst, K.; Verwilligen, J.; Van Hoydonck, W.; Vercruysse, J.; Mostaert, F.</b> (2021). Side drainage operation in Dessel‐Schoten canal's lock no. 3: hydraulics and navigability assessment. Version 3.0. <i>FHR reports</i>, 18_134_1. Flanders Hydraulics Research: Antwerp. VII, 33 + 5 p. app. pp.","López Castaño, S.; Verelst, K.; Verwilligen, J.; Van Hoydonck, W.; Vercruysse, J.; Mostaert, F.",2021,Side drainage operation in Dessel‐Schoten canal's lock no. 3: hydraulics and navigability assessment,,FHR reports,Flanders Hydraulics Research,Antwerp,18_134_1,,"VII, 33 + 5 p. app."
"<b>Coomans, A.; Mulk, M.M.</b> (1980). <i>Prismatolaimus andrassyanus</i> nomen novum for <i>P. andrassyi</i> apud Mulk & Coomans, 1979, nec <i>P. andrassyi</i> Khera & Chaturvedi, 1977. <i>Nematologica 26(2)</i>: 283. <a href=""http://hdl.handle.net/10.1163/187529280X00198"" target=""_blank"">hdl.handle.net/10.1163/187529280X00198</a>","Coomans, A.; Mulk, M.M.",1980,"<i>Prismatolaimus andrassyanus</i> nomen novum for <i>P. andrassyi</i> apud Mulk & Coomans, 1979, nec <i>P. andrassyi</i> Khera & Chaturvedi, 1977",,Nematologica,,,26,2,283
"<b>Cuypers, E.; Abdel-Mottaleb, Y.; Kopljar, I.; Rainier, J.; Raes, A.L.; Snyders, D.J.; Tytgat, J.</b> (2008). Gambierol, a toxin produced by the dinoflagellate <i>Gambierdiscus toxicus</i>, is a potent blocker of voltage-gated potassium channels. <i>Toxicon 51(6)</i>: 974-983. <a href=""https://dx.doi.org/10.1016/j.toxicon.2008.01.004"" target=""_blank"">https://dx.doi.org/10.1016/j.toxicon.2008.01.004</a>","Cuypers, E.; Abdel-Mottaleb, Y.; Kopljar, I.; Rainier, J.; Raes, A.L.; Snyders, D.J.; Tytgat, J.",2008,"Gambierol, a toxin produced by the dinoflagellate <i>Gambierdiscus toxicus</i>, is a potent blocker of voltage-gated potassium channels",,Toxicon,,,51,6,974-983
"<b>Kharkevich, A.A.</b> (1960). Spectra and analysis. Consultants Bureau Enterprises, Inc.: New York.  vi, 222 pp.","Kharkevich, A.A.",1960,Spectra and analysis,,,"Consultants Bureau Enterprises, Inc.",New York,,,"vi, 222"
"<b>Martin, P.W.J.</b> (1958). Brandvoorkoming en brandbestrijding in de havens = Fire precautions and fire fighting in ports, <b><i>in</i></b>: <i>Verhandelingen, besprekingen, verslagen en besluiten van het Derde Internationaal Havenkongres, Antwerpen, 15-21 juni 1958 = Papers, discussions, reports, and conclusions of the Third International Harbour Congress, Antwerp, June 15th-21st 1958.</i> pp. 398-403","Martin, P.W.J.",1958,Brandvoorkoming en brandbestrijding in de havens = Fire precautions and fire fighting in ports,"Verhandelingen, besprekingen, verslagen en besluiten van het Derde Internationaal Havenkongres, Antwerpen, 15-21 juni 1958 = Papers, discussions, reports, and conclusions of the Third International Harbour Congress, Antwerp, June 15th-21st 1958",,,,,,398-403
"<b>Granéli, E.</b> (1981). Bioassay experiments in the Falsterbo Channel - nutrients added daily, <b><i>in</i></b>: Rheinheimer, G. <i>et al.</i> (Ed.) <i>Lower Organisms and their Role in the Food Web: Proceedings of the 15th European Marine Biology Symposium, Kiel, Damp 2000, Federal Republic of Germany (September 29-October 3, 1980). Kieler Meeresforschungen. Sonderheft,</i> 5: pp. 82-90","Granéli, E.",1981,Bioassay experiments in the Falsterbo Channel - nutrients added daily,"Lower organisms and their role in the food web: Proceedings of the 15th European Marine Biology Symposium, Kiel, Damp 2000, Federal Republic of Germany (September 29-October 3, 1980)",Kieler Meeresforschungen. Sonderheft,,,,,82-90
"<b>Grodzki, W.; Knizek, M.; Forster, B.</b> (1998). Methodology of forest insect and disease survey in central Europe. Forest Research Institute: Warszawa. ISBN 83-87647-03-9. 201 pp.","Grodzki, W.; Knizek, M.; Forster, B.",1998,Methodology of forest insect and disease survey in central Europe,,,Forest Research Institute,Warszawa,,,201
"<b>Colgan, M.W.</b> (1991). El Niño and coral reef development in the Galápagos Islands: a study of the Urvina Bay Uplift, <b><i>in</i></b>: James, M.J. <i>Galápagos marine invertebrates: taxonomy, biogeography, and evolution in Darwin's islands. Topics in Geobiology,</i> 8: pp. 99-120","Colgan, M.W.",1991,El Niño and coral reef development in the Galápagos Islands: a study of the Urvina Bay Uplift,"Galápagos marine invertebrates: taxonomy, biogeography, and evolution in Darwin's islands",Topics in Geobiology,,,,,99-120
"<b>Devolder, M.; D'Hondt, P.; Verreet, G.</b> (1991). Stofdossier 1: kwik. Ministerie van Volksgezondheid en Leefmilieu: [s.l.].  101 pp.","Devolder, M.; D'Hondt, P.; Verreet, G.",1991,Stofdossier 1: kwik,,,Ministerie van Volksgezondheid en Leefmilieu,,,,101
"<b>Reynisson, P.</b> (1986). A comparison of two methods for measuring the equivalent beam angles of hull mounted transducers (preliminary). <i>CM Documents - ICES</i>, C.M. 1986(B:17). International Council for the Exploration of the Sea: Copenhagen.  5 + table + figures pp.","Reynisson, P.",1986,A comparison of two methods for measuring the equivalent beam angles of hull mounted transducers (preliminary),,CM Documents - ICES,International Council for the Exploration of the Sea,Copenhagen,C.M. 1986,B:17,5 + table + figures
What's new in plant physiology. ISSN 0193-0648,,,What's new in plant physiology,,,,,,,
(S.d.). Journal of Hydraulic Engineering 117(8). <i>Journal of Hydraulic Engineering</i>. [S.n.]: [s.l.].,,,Journal of Hydraulic Engineering 117(8),,Journal of Hydraulic Engineering,,,,,
"<b>Demarest, L.; Desmet, M.; Lejeune, M.; Vermandere, P.</b> [s.d.]. Biologische Waarderingskaart van België: verklarende tekst - kaartbladen 5 en 13. Instituut voor Hygiëne en Epidemiologie: Brussel.","Demarest, L.; Desmet, M.; Lejeune, M.; Vermandere, P.",,Biologische Waarderingskaart van België: verklarende tekst - kaartbladen 5 en 13,,,Instituut voor Hygiëne en Epidemiologie,Brussel,,,
"<b>Baynes, S.M.</b> (1991). Incubation of sole <i>Solea solea</i> (L.); aggs in artificial seawater: a technique for egg and water quality assessments, <b><i>in</i></b>: Lavens, P. <i>et al.</i> (Ed.) <i>Larvi '91. Short communications and abstracts of contributions presented at the international Symposium on Fish and Crustacean Larviculture. Gent, Belgium, August 27-30, 1991. EAS Special Publication,</i> 15: pp. 219-220","Baynes, S.M.",1991,Incubation of sole <i>Solea solea</i> (L.); aggs in artificial seawater: a technique for egg and water quality assessments,"Larvi '91. Short communications and abstracts of contributions presented at the international Symposium on Fish and Crustacean Larviculture. Gent, Belgium, August 27-30, 1991",EAS Special Publication,,,,,219-220
"<b>Gemeenschappelijke Dienst voor Veiligheid en Hygiëne aan de Haven van Antwerpen</b> (1964). Opleiding tot veilig werken in de haven van Antwerpen = Training for safe working in the port of Antwerp, <b><i>in</i></b>: <i>4de internationaal havenkongres: Antwerpen, 22-27 juni 1964 = 4me congrès portuaire international: Anvers, 22-27 juin 1964 = 4th international harbour conference: Antwerp, June 22nd-27th 1964 = 4. internationale Hafentagung: Antwerpen, 22.-27. Juni 1964.</i> pp. 941-942",Gemeenschappelijke Dienst voor Veiligheid en Hygiëne aan de Haven van Antwerpen,1964,Opleiding tot veilig werken in de haven van Antwerpen = Training for safe working in the port of Antwerp,"4de internationaal havenkongres: Antwerpen, 22-27 juni 1964 = 4me congrès portuaire international: Anvers, 22-27 juin 1964 = 4th international harbour conference: Antwerp, June 22nd-27th 1964 = 4. internationale Hafentagung: Antwerpen, 22.-27. Juni 1964",,,,,,941-942
"<b>Claus, S.; Souza Dias, F.; Vanhoorne, B.; De Hauwere, N.; Hernandez, F.</b> (2013). Marine Regions: towards a standard for georeferenced marine names, <b><i>in</i></b>: <i>IMDIS 2013 International Conference on Marine Data and Information Systems 23-25 September, 2013 - Lucca (Italy). Bollettino di Geofisica Teorica ed Applicata: an International Journal of Earth Sciences,</i> 54(Supplement): pp. 200-202","Claus, S.; Souza Dias, F.; Vanhoorne, B.; De Hauwere, N.; Hernandez, F.",2013,Marine Regions: towards a standard for georeferenced marine names,"IMDIS 2013 International Conference on Marine Data and Information Systems 23-25 September, 2013 - Lucca (Italy)",Bollettino di Geofisica Teorica ed Applicata: an International Journal of Earth Sciences,,,,,200-202
(1924). Les écoles de navigation de l'Etat. <i>Revue de la Ligue Maritime Belge = Maandblad van den Belgischen Zeevaartbond 24(8)</i>: 183,,1924,Les écoles de navigation de l'Etat,,Revue de la Ligue Maritime Belge = Maandblad van den Belgischen Zeevaartbond,,,24,8,183
"<b>Frostick, L.E.; Thomas, R.E.; Johnson, M.F.; Rice, S.P.; McLelland, S.J. (Ed.)</b> (2014). Users guide to ecohydraulic modelling and experimentation: experience of the Ecohydraulic Research Team (PISCES) of the HYDRALAB network. <i>IAHR design manual</i>. CRC Press: Boca Raton. ISBN 978-1-138-00160-2. xvii, 204 pp.","Frostick, L.E.; Thomas, R.E.; Johnson, M.F.; Rice, S.P.; McLelland, S.J. (Ed.)",2014,Users guide to ecohydraulic modelling and experimentation: experience of the Ecohydraulic Research Team (PISCES) of the HYDRALAB network,,IAHR design manual,CRC Press,Boca Raton,,,"xvii, 204"
(1927). Statistique des pêches maritimes: Année 1925. <i>Statistique des Pêches Maritimes</i>. [S.n.]: [s.l.].  186 pp.,,1927,Statistique des pêches maritimes: Année 1925,,Statistique des Pêches Maritimes,,,,,186
"<b>Janssen, P.</b> (1960). Nos ports jadis et naguere: grandeur et decadence. Mythes et legendes de la mer. Les mutiples acitivtes d'un grand port. Perspectives d'avernir. Esso Belgium: [s.l.].  53 pp.","Janssen, P.",1960,Nos ports jadis et naguere: grandeur et decadence. Mythes et legendes de la mer. Les mutiples acitivtes d'un grand port. Perspectives d'avernir,,,Esso Belgium,,,,53
"(1955). Verbetering zeewering van Ossenisse: bepaling van het dwarsprofiel. Ministerie van Verkeer en Waterstaat, Rijkswaterstaat, Directie Zeeland (RWS, ZL): Vlissingen.  3 + bijlage pp.",,1955,Verbetering zeewering van Ossenisse: bepaling van het dwarsprofiel,,,"Ministerie van Verkeer en Waterstaat, Rijkswaterstaat, Directie Zeeland (RWS, ZL)",Vlissingen,,,3 + bijlage
"<b>Doyers; Scheid; Petit, F.</b> (1853). Commune de Clemskerke. Province de Flandre Occid.<sup>le</sup>. Arrondissement d'Ostende. Canton de Bruges. N.° 4. N.° 37. <i>Carte de Belgique. Réduction des plans cadastraux</i>. Dépot de la Guerre: Bruxelles.  1 map pp.","Doyers; Scheid; Petit, F.",1853,Commune de Clemskerke. Province de Flandre Occid.<sup>le</sup>. Arrondissement d'Ostende. Canton de Bruges. N.° 4. N.° 37,,Carte de Belgique. Réduction des plans cadastraux,Dépot de la Guerre,Bruxelles,,,1 map
"<b>Kopp, A.</b> (2012). Transport costs, trade and climate change, <b><i>in</i></b>: Asariotis, R. <i>et al.</i> (Ed.) <i>Maritime transport and the climate change challenge.</i> pp. 42-57","Kopp, A.",2012,"Transport costs, trade and climate change",Maritime transport and the climate change challenge,,,,,,42-57
"<b>Roest, B.; Houthuys, R.; Verwaest, T.; Rauwoens, P.</b> (2019). Coastal surveys: an invaluable source of data [POSTER]. Presented at CREST final conference: Climate Resilient Coast, 26-09-2019, Ostend. KU Leuven: Leuven.  1 poster pp.","Roest, B.; Houthuys, R.; Verwaest, T.; Rauwoens, P.",2019,Coastal surveys: an invaluable source of data [POSTER],,,KU Leuven,Leuven,,,1 poster
(2009). Waarom het kabinetsplan voor ‘buitendijks natuurherstel’ ongeschikt is voor herstel van de bedreigde natuurwaarden van het Schelde-estuarium. Vogelbescherming Nederland: Nederland.  5 pp.,,2009,Waarom het kabinetsplan voor ‘buitendijks natuurherstel’ ongeschikt is voor herstel van de bedreigde natuurwaarden van het Schelde-estuarium,,,Vogelbescherming Nederland,Nederland,,,5
"(1994). Milieu management 6(9). <i>Milieu management: de eerste praktijkgerichte nieuwsbrief voor het bedrijfsleven over milieuzorg en milieubeleid</i>, 6(9). Studiecentrum voor Bedrijf en Overheid: Eindhoven.",,1994,Milieu management 6(9),,Milieu management: de eerste praktijkgerichte nieuwsbrief voor het bedrijfsleven over milieuzorg en milieubeleid,Studiecentrum voor Bedrijf en Overheid,Eindhoven,6,9,
"<b>Van Lavieren, H.; Spalding, M.; Alongi, D.M.; Kainuma, M.; Clüsener Godt, M.; Adeel, Z.</b> (2013). Securing the future of mangroves. United Nations University: Hamilton.  52 pp.","Van Lavieren, H.; Spalding, M.; Alongi, D.M.; Kainuma, M.; Clüsener Godt, M.; Adeel, Z.",2013,Securing the future of mangroves,,,United Nations University,Hamilton,,,52
"<b>van Ledden, M.</b> (2003). Sand-mud segregation in estuaries and tidal basins. PhD Thesis. Technische Universiteit Delft: Delft.  xvi, 220 pp.","van Ledden, M.",2003,Sand-mud segregation in estuaries and tidal basins,,,Technische Universiteit Delft,Delft,,,"xvi, 220"
"<b>Calogiuri, G.; Patil, G.; Aamodt, G.</b> (2016). Is green exercise for all? A descriptive study of green exercise habits and promoting factors in adult Norwegians. <i>International Journal of Environmental Research and Public Health 13(11)</i>: 1165. <a href=""https://hdl.handle.net/10.3390/ijerph13111165"" target=""_blank"">https://hdl.handle.net/10.3390/ijerph13111165</a>","Calogiuri, G.; Patil, G.; Aamodt, G.",2016,Is green exercise for all? A descriptive study of green exercise habits and promoting factors in adult Norwegians,,International Journal of Environmental Research and Public Health,,,13,11,1165
"<b>Panov, V.E.</b> (2004). Internet-based information resources of aquatic alien species relevant to the Ponto-Caspian region, <b><i>in</i></b>: Dumont, H. <i>et al.</i> (Ed.) <i>Aquatic invasions in the Black, Caspian, and Mediterranean Seas: The ctenophores <i>Mnemiopsis leidyi</i> and <i>Beroe</i> in the Ponto-Caspian and other aquatic invasions. Nato Science Series: 4. Earth and Environmental Sciences,</i> 35: pp. 257-269","Panov, V.E.",2004,Internet-based information resources of aquatic alien species relevant to the Ponto-Caspian region,"Aquatic invasions in the Black, Caspian, and Mediterranean Seas: The ctenophores <i>Mnemiopsis leidyi</i> and <i>Beroe</i> in the Ponto-Caspian and other aquatic invasions",Nato Science Series: 4. Earth and Environmental Sciences,,,,,257-269
"<b>Iselin, C.O.D.</b> (1955). Coastal currents and the fisheries, <b><i>in</i></b>: <i>Papers in Marine Biology and Oceanography. Dedicated to Henry Bryant Bigelow, By His Former Students and Associates on the occasion of The Twenty-fifth Anniversary of the Founding of The Woods Hole Oceanographic Institution 1955. Deep-Sea Research (1953),</i> 3(Supplement): pp. 474-478","Iselin, C.O.D.",1955,Coastal currents and the fisheries,"Papers in Marine Biology and Oceanography. Dedicated to Henry Bryant Bigelow, By His Former Students and Associates on the occasion of The Twenty-fifth Anniversary of the Founding of The Woods Hole Oceanographic Institution 1955",Deep-Sea Research (1953),,,,,474-478
"<b>Wilkie, I.C.</b> (1996). Mutable collagenous tissues: extracellular matrix as mechano-effector, <b><i>in</i></b>: Jangoux, M. <i>et al.</i> <i>Echinoderm Studies, volume 5. Echinoderm Studies,</i> 5: pp. 61-102","Wilkie, I.C.",1996,Mutable collagenous tissues: extracellular matrix as mechano-effector,"Echinoderm Studies, volume 5",Echinoderm Studies,,,,,61-102
Helm Identification Guides. Christopher Helm: London,,,Helm Identification Guides,,,Christopher Helm,London,,,
"<b>Burggraeve, G.</b> [s.d.]. Het Zwin natuurreservaat [VIDEO]. Vapaco Film: Belgium.  1 video, (58 min.) pp.","Burggraeve, G.",,Het Zwin natuurreservaat [VIDEO],,,Vapaco Film,Belgium,,,"1 video, (58 min.)"
Journal of Advanced Concrete Technology: Chiyoda-Ku.  ISSN 1346-8014; e-ISSN 1347-3913,,0,Journal of Advanced Concrete Technology,,,,Chiyoda-Ku,,,
"<b>Vecchione, M.</b> (1998). The role of young cephalopods in food webs and their environment: a major gap in our knowledge. <i>CM Documents - ICES</i>, CM 1998(M:2). ICES: Copenhagen.  [no pag.] pp.","Vecchione, M.",1998,The role of young cephalopods in food webs and their environment: a major gap in our knowledge,,CM Documents - ICES,ICES,Copenhagen,CM 1998,M:2,[no pag.]
"(1976). Rapport de la sixième session du Groupe de travail sur l'évaluation des ressources et les statistiques des pêches du Conseil général des pêches pour la Méditerranée (CGPM), Rome, 10-14 novembre 1975. <i>FAO Fisheries Report = FAO Rapport sur les pêches</i>, 182. FAO: Rome.  IV, 69 pp.",,1976,"Rapport de la sixième session du Groupe de travail sur l'évaluation des ressources et les statistiques des pêches du Conseil général des pêches pour la Méditerranée (CGPM), Rome, 10-14 novembre 1975",,FAO Fisheries Report = FAO Rapport sur les pêches,FAO,Rome,182,,"IV, 69"
"<b>Pohlmann, T.; Lenz, W.</b> (2004). Sino-German cooperation in marine science and technology since 1986, <b><i>in</i></b>: Morcos, S. <i>et al.</i> (Ed.) <i>Ocean sciences bridging the millennia: a spectrum of historical accounts.</i> pp. 269-275","Pohlmann, T.; Lenz, W.",2004,Sino-German cooperation in marine science and technology since 1986,Ocean sciences bridging the millennia: A spectrum of historical accounts,,,,,,269-275
"<b>De Moor, W.; De Raedemaecker, F.; Redd, T.</b> (2017). Writing and style guidelines CSA Oceans 2. WP 5 – Deliverable 5.2. European Commission: Brussels.  10 pp.","De Moor, W.; De Raedemaecker, F.; Redd, T.",2017,Writing and style guidelines CSA Oceans 2,,,European Commission,Brussels,,,10
"<b>Waterschap Zeeuwse Eilanden, Afdeling Planvorming Waterkeringen</b> (2001). De waterkering getoetst: de veiligheid van Noord- en Midden-Zeeland 2001. Waterschap Zeeuwse Eilanden: Goes.  48 pp.","Waterschap Zeeuwse Eilanden, Afdeling Planvorming Waterkeringen",2001,De waterkering getoetst: de veiligheid van Noord- en Midden-Zeeland 2001,,,Waterschap Zeeuwse Eilanden,Goes,,,48
Lepidoptera-Copenhagen: Holte.  ISSN 0075-8787,,0,Lepidoptera-Copenhagen,,,,Holte,,,
"<b>Tanis, J.J.C.</b> (1976). Mariene schelpen van Terschelling van 1960-1964. <i>Het Zeepaard 36(6)</i>: 87-91","Tanis, J.J.C.",1976,Mariene schelpen van Terschelling van 1960-1964,,Het Zeepaard,,,36,6,87-91
Journal of Midwifery & Womens Health. Wiley-Blackwell: Hoboken.  ISSN 1526-9523; e-ISSN 1542-2011,,0,Journal of Midwifery & Womens Health,,,Wiley-Blackwell,Hoboken,,,
"<b>van Bochove, C.</b> (2005). Market integration and the North Sea system (1600-1800), <b><i>in</i></b>: Brand, H. <i>et al.</i> (Ed.) <i>The dynamics of economic culture in the North Sea- and Baltic Region in the Late Middle Ages and Early Modern Period.</i> pp. 155-169","van Bochove, C.",2005,Market integration and the North Sea system (1600-1800),The dynamics of economic culture in the North Sea- and Baltic Region in the Late Middle Ages and Early Modern Period,,,,,,155-169
"<b>Peitsch, A.</b> (1995). Production rates of <i>Eurytemora affinis</i> in the Elbe estuary, comparison of field and enclosure production estimates, <b><i>in</i></b>: Heip, C.H.R. <i>et al.</i> <i>Major biological processes in European tidal estuaries. Developments in Hydrobiology,</i> 110: pp. 127-137","Peitsch, A.",1995,"Production rates of <i>Eurytemora affinis</i> in the Elbe estuary, comparison of field and enclosure production estimates",Major biological processes in European tidal estuaries,Developments in Hydrobiology,,,,,127-137
International Journal of Aeroacoustics. SAGE PUBLICATIONS INC: Thousand Oaks.  ISSN 1475-472X; e-ISSN 2048-4003,,0,International Journal of Aeroacoustics,,,SAGE PUBLICATIONS INC,Thousand Oaks,,,
"<b>van Rijn, L.C.</b> (1985). Sediment transport Part I: bed load transport reprint from: journal of hydraulic engineering, 110 (1984) 10, Oct. Part II: suspended load transport reprint from: journal of hydraulic engineering, 110 (1984) 11, Nov. Part III: bed forms and alluvial roughness reprint from: journal of hydraulic engineering, 110 (1984) 12, Dec. <i>Publication. Delft Hydraulics Laboratory = Publikatie - Waterloopkundig Laboratorium</i>, 334. Delft Hydraulics: Delft.  1431-1754 pp.","van Rijn, L.C.",1985,"Sediment transport Part I: bed load transport reprint from: journal of hydraulic engineering, 110 (1984) 10, Oct. Part II: suspended load transport reprint from: journal of hydraulic engineering, 110 (1984) 11, Nov. Part III: bed forms and alluvial roughness reprint from: journal of hydraulic engineering, 110 (1984) 12, Dec.",,Publication. Delft Hydraulics Laboratory = Publikatie - Waterloopkundig Laboratorium,Delft Hydraulics,Delft,334,,1431-1754
"<b>West, L.</b> (1988). Interindividual variation in foraging behaviour within a temperate and a tropical species of carnivorous gastropods, <b><i>in</i></b>: Chelazzi, G. <i>et al.</i> (Ed.) <i>Behavioral Adaptation to Intertidal Life: Proceedings of a NATO Advanced Research Workshop on Behavioral Adaptation to Intertidal Life, held May 19-24, 1987, in Castiglioncello, Italy. NATO ASI Series A: Life Sciences,</i> 151: pp. 197-212","West, L.",1988,Interindividual variation in foraging behaviour within a temperate and a tropical species of carnivorous gastropods,"Behavioral Adaptation to Intertidal Life: Proceedings of a NATO Advanced Research Workshop on Behavioral Adaptation to Intertidal Life, held May 19-24, 1987, in Castiglioncello, Italy",NATO ASI Series A: Life Sciences,,,,,197-212
"<b>Chung, J.S.; Sayed, M.; Kashiwagi, M.; Setoguchi, T.; Won Hong, S. (Ed.)</b> (2002). The proceedings of the twelfth (2002) International Offshore and Polar Engineering Conference (ISOPE-2002 Kyushu): Kitakyushu, Japan, May 26-31, 2002. ISOPE: Cupertino. ISBN 1-88065-358-3. 4 vol. pp.","Chung, J.S.; Sayed, M.; Kashiwagi, M.; Setoguchi, T.; Won Hong, S. (Ed.)",2002,"The proceedings of the twelfth (2002) International Offshore and Polar Engineering Conference (ISOPE-2002 Kyushu): Kitakyushu, Japan, May 26-31, 2002",,,ISOPE,Cupertino,,,4 vol.
"<b>Guélorget, O.; Lefebvre, A. (Ed.)</b> (1997). Baltic Sea and Mediterranean Sea: a comparative ecological approach of coastal environments and paralic ecosystems. Actes du congrès international de Montpellier, France. [S.n.]: Montpellier.","Guélorget, O.; Lefebvre, A. (Ed.)",1997,"Baltic Sea and Mediterranean Sea: a comparative ecological approach of coastal environments and paralic ecosystems. Actes du congrès international de Montpellier, France",,,,Montpellier,,,
"(2002). Natuur.oriolus 68(1). <i>Natuur.oriolus: Vlaams tijdschrift voor ornithologie</i>, 68(1). [S.n.]: [s.l.].",,2002,Natuur.oriolus 68(1),,Natuur.oriolus: Vlaams tijdschrift voor ornithologie,,,68,1,
"<b>FAO</b> (1963). Report of the Second World fishing gear congress, London, 25-31 May 1963. <i>FAO Fisheries Report = FAO Rapport sur les pêches</i>, 11. FAO: Rome.  52 pp.",FAO,1963,"Report of the Second World fishing gear congress, London, 25-31 May 1963",,FAO Fisheries Report = FAO Rapport sur les pêches,FAO,Rome,11,,52
"<b>Galil, B.S.</b> (2009). <i>Brachidontes pharaonis</i> (Fischer) (Mytilidae, Mollusca), <b><i>in</i></b>: DAISIE (Delivering Alien Invasive Species Inventories for Europe) <i>Handbook of alien species in Europe. Invading Nature - Springer Series in Invasion Ecology,</i> 3: pp. 273","Galil, B.S.",2009,"<i>Brachidontes pharaonis</i> (Fischer) (Mytilidae, Mollusca)",Handbook of alien species in Europe,Invading Nature - Springer Series in Invasion Ecology,,,,,273
"<b>Taylor, I.R.; Taylor, S.G.</b> (2005). Foraging behavior of Pied oystercatchers in the presence of kleptoparasitic Pacific gulls. <i>Waterbirds (De Leon Springs Fla.) 28(2)</i>: 156-161","Taylor, I.R.; Taylor, S.G.",2005,Foraging behavior of Pied oystercatchers in the presence of kleptoparasitic Pacific gulls,,Waterbirds,,,28,2,156-161
Opera News: New York.  ISSN 0030-3607,,0,Opera News,,,,New York,,,
"<b>Kontara, E.K.M.; Merchie, G.; Lavens, P.; Nelis, H.; De Leenheer, A.P.; Sorgeloos, P.</b> (1995). Improved larviculture outputs of postlarval shrimp <i>Penaeus vannamei</i> through supplementation of L-ascorbyl-2-polyphosphate in the diet, <b><i>in</i></b>: Lavens, P. <i>et al.</i> (Ed.) <i>Larvi '95: Fish & Shellfish Symposium, Gent, Belgium, September 3-7, 1995. EAS Special Publication,</i> 24: pp. 230-234","Kontara, E.K.M.; Merchie, G.; Lavens, P.; Nelis, H.; De Leenheer, A.P.; Sorgeloos, P.",1995,Improved larviculture outputs of postlarval shrimp <i>Penaeus vannamei</i> through supplementation of L-ascorbyl-2-polyphosphate in the diet,"Larvi '95: Fish & Shellfish Symposium, Gent, Belgium, September 3-7, 1995",EAS Special Publication,,,,,230-234
"<b>Herndl, G.J.; Weinbauer, M.G.</b> (2003). Marine microbial food web structure and function, <b><i>in</i></b>: Wefer, G. <i>et al.</i> (Ed.) <i>Marine science frontiers for Europe.</i> pp. 265-277","Herndl, G.J.; Weinbauer, M.G.",2003,Marine microbial food web structure and function,Marine science frontiers for Europe,,,,,,265-277
"<b>Rûscak, M.; Perng, T.P.</b> (1993). Pitting of Fe-Mn-Al alloys in NaCl solution. <i>Journal of Marine Science and Technology 1(1)</i>: 1-5","Rûscak, M.; Perng, T.P.",1993,Pitting of Fe-Mn-Al alloys in NaCl solution,,Journal of Marine Science and Technology,,,1,1,1-5
"<b>Pylyser, J.-M.</b> (1998). Kustvolk in de vuurlijn: Deel 2. Het spergebied 1940-1942. J.M.P.-Trends: Middelkerke. ISBN 90-802539-4-4. 240 pp.","Pylyser, J.-M.",1998,Kustvolk in de vuurlijn: Deel 2. Het spergebied 1940-1942,,,J.M.P.-Trends,Middelkerke,,,240
"<b>Collareta, A.; Di Celma, C.; Bosio, G.; Pierantoni, P.P.; Malinverno, E.; Lambert, O.; Marx, F.G.; Landini, W.; Urbina, M.; Bianucci, G.</b> (2021). Distribution and paleoenvironmental framework of middle Miocene marine vertebrates along the western side of the lower Ica Valley (East Pisco Basin, Peru). <i>Journal of Maps 17(2)</i>: 7-17. <a href=""https://hdl.handle.net/10.1080/17445647.2020.1850535"" target=""_blank"">https://hdl.handle.net/10.1080/17445647.2020.1850535</a>","Collareta, A.; Di Celma, C.; Bosio, G.; Pierantoni, P.P.; Malinverno, E.; Lambert, O.; Marx, F.G.; Landini, W.; Urbina, M.; Bianucci, G.",2021,"Distribution and paleoenvironmental framework of middle Miocene marine vertebrates along the western side of the lower Ica Valley (East Pisco Basin, Peru)",,Journal of Maps,,,17,2,7-17
"<b>Rudinger, G.</b> (1955). Wave Diagrams for nonsteady flow in ducts. Van Nostrand: New York.  278pp pp.","Rudinger, G.",1955,Wave Diagrams for nonsteady flow in ducts,,,Van Nostrand,New York,,,278pp
"<b>Pettorelli, N.; Durant, S.M.; du Toit, J.T. (Ed.)</b> (2019). Rewilding. Cambridge University press: London. ISBN 9781108560962. xiv, 438 + plates pp. <a href=""https://hdl.handle.net/10.1017/9781108560962"" target=""_blank"">https://hdl.handle.net/10.1017/9781108560962</a>","Pettorelli, N.; Durant, S.M.; du Toit, J.T. (Ed.)",2019,Rewilding,,,Cambridge University press,London,,,"xiv, 438 + plates"
Journal of Yangzhou University-Natural Science Edition: Yangzhou.  ISSN 1007-824X,,0,Journal of Yangzhou University-Natural Science Edition,,,,Yangzhou,,,
"<b>Cattrijsse, A.</b> (1994). Schorkreken in het brakke deel van het Westerschelde estuarium als habitat voor vissen en macrocrustacea. PhD Thesis. Universiteit Gent, Vakgroep morfologie, systematiek en ecologie: Gent. V, 123 pp.","Cattrijsse, A.",1994,Schorkreken in het brakke deel van het Westerschelde estuarium als habitat voor vissen en macrocrustacea,,,"Universiteit Gent, Vakgroep morfologie, systematiek en ecologie",Gent,,,"V, 123"
Research note rm-rn.,,,Research note rm-rn,,,,,,,
