String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI
"Brinckmann, A. (1965). The life cycle of the medusa <i>Cirrholovenia tetranema</i> Kramp 1959 (Leptomedusae, Lovenellidae) with a hydroid of the genus <i>Cuspidella</i> Hincks. <em>Canadian Journal of Zoology.</em> 43(1): 13-15.","Brinckmann, A.",1965,"The life cycle of the medusa <i>Cirrholovenia tetranema</i> Kramp 1959 (Leptomedusae, Lovenellidae) with a hydroid of the genus <i>Cuspidella</i> Hincks",,Canadian Journal of Zoology,,,43,1,13-15,10.1139/z65-002
"Suzuki, N.; Not, F. (2015). Biology and Ecology of Radiolaria, in: Ohtsuka, S. et al. (Ed.). <em>Marine Protists: Diversity and dynamics.</em> 179-222.","Suzuki, N.; Not, F.",2015,"Biology and Ecology of Radiolaria, in: Ohtsuka, S. et al. (Ed.)",Marine Protists: Diversity and dynamics,,,,,,179-222,10.1007/978-4-431-55130-0_8
"Back, J., R. Huys & W. Lee. (2010). A New Species of the Genus Tegastes (Copepoda: Harpacticoida: Tegastidae) from Hydrothermal Vents in the Okinawa Trough. <em>Zoological Science.</em> 27(8): 678-688.","Back, J., R. Huys & W. Lee",2010,A New Species of the Genus Tegastes (Copepoda: Harpacticoida: Tegastidae) from Hydrothermal Vents in the Okinawa Trough,,Zoological Science,,,27,8,678-688,10.2108/zsj.27.678
"Bacescu, M. (1973). Anisomysis levi n. sp. from the red sea and a dichotomic key of the species belonging to the genus, with description of a new taxon, paranisomysis n. sg.. Revue Roumaine de Biologie - Zoologie 18: 173-180","Bacescu, M.",1973,"Anisomysis levi n. sp. from the Red Sea and the dichotomic key of the species belonging to the genus, with description of a new taxon, Paranisomysis n.sg.",,"Rev. Roum. Biol., Zool.",,,18,3,173-180,
"Dumoulin, E.; De Blauwe, H. (1999). Het bruinwier Undaria pinnatifida (Harvey) Suringar aangetroffen in de jachthaven van Zeebrugge: met gegevens over het voorkomen in Europa en de wijze van verspreiding (Phaeophyta: Laminariales). <em>De Strandvlo.</em> 19(4): 182-188.","Dumoulin, E.; De Blauwe, H.",1999,Het bruinwier Undaria pinnatifida (Harvey) Suringar aangetroffen in de jachthaven van Zeebrugge: met gegevens over het voorkomen in Europa en de wijze van verspreiding (Phaeophyta: Laminariales),,De Strandvlo,,,19,4,182-188,
"Dautzenberg P. (1908). Récolte malacologique de M. Ch. Alluaud en Afrique Orientale (1903-1904). <em>Journal de Conchyliologie.</em> 56: 1-34, plates 1-2.",Dautzenberg P.,1908,Récolte malacologique de M. Ch. Alluaud en Afrique Orientale (1903-1904).,,Journal de Conchyliologie,,,56,,"1-34, plates 1-2",
"Costa P.M.S. &  Absalão R.S. (1998). <i>Nassarina thetys</i> sp. nov. (Neogastropoda: Cobunbellidae), a new  species from the Brazilian coast. <em>Basteria.</em> 62 (5-6): 277-285.",Costa P.M.S. &  Absalão R.S.,1998,"<i>Nassarina thetys</i> sp. nov. (Neogastropoda: Cobunbellidae), a new  species from the Brazilian coast",,Basteria,,,62,5-6,277-285,
"Heip, C.; Decraemer, W. (1974). The diversity of nematode communities in the Southern North Sea. <em>J. mar. biol. Ass. U. K.</em> 54: 251-255.","Heip, C.; Decraemer, W.",1974,The diversity of nematode communities in the Southern North Sea,,J. mar. biol. Ass. U. K.,,,54,,251-255,
"Pérez, T.; Vacelet, J.; Bitar, G.; Zibrowius, H. (2004). Two new lithistids (Porifera: Demospongiae) from a shallow eastern Mediterranean cave (Lebanon). <em>Journal of the Marine Biological Association of the United Kingdom.</em> 84 (1): 15-24.","Pérez, T.; Vacelet, J.; Bitar, G.; Zibrowius, H.",2004,Two new lithistids (Porifera: Demospongiae) from a shallow eastern Mediterranean cave (Lebanon),,Journal of the Marine Biological Association of the United Kingdom,,,84,1,15-24,
"Murphy, D. G.; Canaris, A. G. (1964). Theristus pratti n.sp., a marine nematode from Kenya. <em>Proc. helminth. Soc. Wash.</em> 31 (2): 203-208.","Murphy, D. G.; Canaris, A. G.",1964,"Theristus pratti n.sp., a marine nematode from Kenya",,Proc. helminth. Soc. Wash.,,,31,2,203-208,
"Abbott, R. T. (1960). The genus <i>Strombus</i> in the Indo-Pacific. <em>Indo-pacific Mollusca.</em> 1 (2): 33-146.","Abbott, R. T.",1960,The genus <i>Strombus</i> in the Indo-Pacific,,Indo-pacific Mollusca,,,1,2,33-146,
"Beets, C. (1986). Neogene Mollusca from the Vogelkop (Bird's Head Peninsula), West Irian, New Guinea. Scripta geologica (No. 82) 1986: 101-134",Beets C.,1986,"Neogene Mollusca from the Vogelkop (Bird's Head Peninsula), West Irian, New Guinea.",,Scripta Geologica,,,82,,101-134,
"Van Soest, R.W.M.; Stone, S.M. (1986). <i>Antho brattegardi</i> sp. n. (Porifera: Poecilosclerida), with remarks on and a key to the clathriids of Norwegian waters. <em>Sarsia.</em> 71 (1): 41-48.","Van Soest, R.W.M.; Stone, S.M.",1986,"<i>Antho brattegardi</i> sp. n. (Porifera: Poecilosclerida), with remarks on and a key to the clathriids of Norwegian waters.",,Sarsia,,,71,1,41-48,
"Nielsen, C. (1989). Entoprocts: keys and notes for the identification of the species. <em>Synopses of the British fauna (New Series).</em> 41, 131p.","Nielsen, C.",1989,Entoprocts: keys and notes for the identification of the species,,Synopses of the British fauna (New Series),,,41,,131,
"John, C.C. (1931). Cephalodiscus. <em>Discovery Reports, III. University Press: Cambridge.</em> 223-260, plates XXXIII-XXXVIII pp.","John, C.C.",1931,Cephalodiscus,,"Discovery Reports, III. University Press: Cambridge",,,III,,"223-260, plates XXXIII-XXXVIII",
"Huys, R.; Coomans, A. (1989). Echinoderes higginsi sp.n. (Kinorhyncha, Cyclorhagida) from the southern North Sea with a key to the genus Echinoderes Claparede. <em>Zoologica Scripta.</em> 18(2): 211-221.","Huys, R.; Coomans, A.",1989,"Echinoderes higginsi sp.n. (Kinorhyncha, Cyclorhagida) from the southern North Sea with a key to the genus Echinoderes Claparede",,Zoologica Scripta,,,18,2,211-221,10.1111/j.1463-6409.1989.tb00446.x
"Vincx, M.; Furstenberg, J. P. (1988). Africanema interstitialis gen.nov.,sp.nov., a species which indicates the relationship between the Trefusiidae (Halanonchidae) and the Tripyloididae (Nematoda). <em>Stygologia.</em> 4(1): 9-16.","Vincx, M.; Furstenberg, J. P.",1988,"Africanema interstitialis gen.nov.,sp.nov., a species which indicates the relationship between the Trefusiidae (Halanonchidae) and the Tripyloididae (Nematoda)",,Stygologia,,,4,1,9-16,
"Fischer, P. (1889). Nouvelle contribution à l actinologie française. <em>Actes de la Société linnéenne de Bordeaux.</em> 43(5): 251-309.","Fischer, P.",1889,Nouvelle contribution à l actinologie française.,,Actes de la Société linnéenne de Bordeaux,,,43,5,251-309,
"Richer de Forges, B.; Chevillon, C. (1996). Les campagnes d'échantillonnage du benthos bathyal en Nouvelle-Calédonie, en 1993 et 1994 (BATHUS 1 à 4, SMIB 8 et HALIPRO 1). <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 15. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 168: 33-53.","Richer de Forges, B.; Chevillon, C.",1996,"Les campagnes d'échantillonnage du benthos bathyal en Nouvelle-Calédonie, en 1993 et 1994 (BATHUS 1 à 4, SMIB 8 et HALIPRO 1)",Résultats des Campagnes MUSORSTOM 15,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,168,,33-53,
"Huys, R. & J.M. Gee. (1996). Sentiropsis, Peltisenia and Afrosenia: three new genera of Paranannopidae (Copepoda, Harpacticoida). Cahiers de Biologie Marine 37(1):49-75.","Huys, R. & J.M. Gee",1996,"Sentiropsis, Peltisenia and Afrosenia: three new genera of Paranannopidae (Copepoda, Harpacticoida).",,Cahiers de Biologie Marine,,,37,1,49-75,
"Vincx, M. (1983). Redescription and ontogenetic study of Desmodora schulzi Gerlach 1950. <em>Biol. Jb. Dodonaea.</em> 51:171-179.","Vincx, M.",1983,Redescription and ontogenetic study of Desmodora schulzi Gerlach 1950,,Biol. Jb. Dodonaea,,,51,,171-179,
"Bishop, J. D. D.; Househam, B. C. (1987). Puellina (Bryozoa; Cheilostomatida; Cribrilinidae) from British and adjacent waters. <em>Bulletin of the British Museum (Natural History), Zoology.</em> 53: 1-63.","Bishop, J. D. D.; Househam, B. C.",1987,Puellina (Bryozoa; Cheilostomatida; Cribrilinidae) from British and adjacent waters,,"Bulletin of the British Museum (Natural History), Zoology",,,53,1,1-63,
"Chan, T.-Y. (2004). The ""Plesionika rostricrescentis (Bate, 1888)"" and ""P. lophotes Chace, 1985"" species groups of Plesionika Bate, 1888, with descriptions of five new species (Crustacea: Decapoda: Pandalidae). <em>in: Marshall, B.A. et al. (Ed.) Tropical Deep-Sea Benthos 23. Mémoires du Muséum national d'Histoire naturelle (1993).</em> 191: 293-318.","Chan, T.-Y.",2004,"The ""Plesionika rostricrescentis (Bate, 1888)"" and ""P. lophotes Chace, 1985"" species groups of Plesionika Bate, 1888, with descriptions of five new species (Crustacea: Decapoda: Pandalidae)",Tropical Deep-Sea Benthos 23,Mémoires du Muséum national d'Histoire naturelle (1993),,,191,,293-318,
"Van der Linden, J.; Eikenboom, J.C.A. (1992). On the taxonomy of the Recent species of the genus <i>Chrysallida</i> Carpenter from Europe, the Canary Islands and the Azores. <em>Basteria.</em> 56(1-3): 3-63.","Van der Linden, J.; Eikenboom, J.C.A.",1992,"On the taxonomy of the Recent species of the genus <i>Chrysallida</i> Carpenter from Europe, the Canary Islands and the Azores.",,Basteria,,,56,1-3,3-63,
"Verschelde, D.; Vincx, M. (1993). Polkepsilonema mombasae gen. et sp. n. and Pternepsilonema servaesae gen. et sp. n. (Nematoda, Epsilonematidae) from East African coasts. <em>Hydrobiologia.</em> 257: 129-142.","Verschelde, D.; Vincx, M.",1993,"Polkepsilonema mombasae gen. et sp. n. and Pternepsilonema servaesae gen. et sp. n. (Nematoda, Epsilonematidae) from East African coasts",,Hydrobiologia,,,257,,129-142,10.1007/bf00765006
"Abd-Elnaby, F. A.; Gab-Alla, A. A.-F. A. (2007). New records of Pettiboneia and Protodorvillea (Polychaeta: Dorvilleidae) from the eastern harbour of Alexandria. <em>J. Egypt. Ger. Soc. Zool., D Invertebr. Zool. Parasitol.</em> 54D: 159-174.","Abd-Elnaby, F. A.; Gab-Alla, A. A.-F. A.",2007,New records of Pettiboneia and Protodorvillea (Polychaeta: Dorvilleidae) from the eastern harbour of Alexandria,,"J. Egypt. Ger. Soc. Zool., D Invertebr. Zool. Parasitol.",,,54D,,159-174,
"Cristobo, F.J; Urgorri, V. (2001). Revision of the genus <i>Trachytedania</i> (Porifera: Poecilosclerida) with a description of<i>Trachytedania ferrolensis</i> sp.nov. from the north-east Atlantic. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 81: 569-579.","Cristobo, F.J; Urgorri, V.",2001,Revision of the genus <i>Trachytedania</i> (Porifera: Poecilosclerida) with a description of<i>Trachytedania ferrolensis</i> sp.nov. from the north-east Atlantic.,,Journal of the Marine Biological Association of the United Kingdom,,,81,,569-579,
"Houart, R. (1986). Mollusca Gastropoda: Noteworthy Muricidae from the Pacific Ocean, with description of seven new species. in: Forest, J. (Ed.) <i>Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980)</i>. Tome 2. <em>Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 133: 427-455.","Houart, R.",1986,"Mollusca Gastropoda: Noteworthy Muricidae from the Pacific Ocean, with description of seven new species. in: Forest, J. (Ed.) <i>Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980)</i>. Tome 2.","Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2","Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,133,,427-455,
"Selden, P.A., R. Huys, M.H. Stephenson, A.P. Heward & P. N. Taylor. (2010). Crustaceans from bitumen clast in Carboniferous glacial diamictite extend fossil record of copepods. <em>Nature Communications.</em>","Selden, P.A., R. Huys, M.H. Stephenson, A.P. Heward & P. N. Taylor",2010,Crustaceans from bitumen clast in Carboniferous glacial diamictite extend fossil record of copepods.,,Nature Communications,,,,,,10.1038/ncomms1049
"Christodoulou, G. (1960). Geologische und mikropaläontologische Untersuchung auf der Insel Karpathos (Dodekanes). <em>Paleontographica.</em> 115 (1-6): 1-143.","Christodoulou, G.",1960,Geologische und mikropaläontologische Untersuchung auf der Insel Karpathos (Dodekanes).,,Paleontographica,,,115,1-6,1-143,
"Ahn, K. (2004). Moorea zealandica, new genus and species from New Zealand with a discussion of its phylogenetic relationships (Coleoptera: Staphylinidae: Aleocharinae). New Zealand Journal of Zoology. 31(3): 255-261.","Ahn, K.",2004,"Moorea zealandica, new genus and species from New Zealand with a discussion of its phylogenetic relationships (Coleoptera: Staphylinidae: Aleocharinae)",,New Zealand Journal of Zoology,,,31,3,255-261,10.1080/03014223.2004.9518378
"Scott, T. & A. Scott. (1901). On some Entomostraca collected in the Arctic Seas in 1898 by William S. Bruce F.R.S.G.S. Annals and Magazine of Natural History (7)8:337-356, pls. 3-6. (xi-1901)","Scott, T. & A. Scott",1901,On some Entomostraca collected in the Arctic Seas in 1898 by William S. Bruce F.R.S.G.S.,,Annals and Magazine of Natural History,,,8,7,"337-356, pls. 3-6. (xi-1901)",
"Vasseur, P. (1969). Deuxième contribution à l'étude des Ascidies de Madagascar région de Tuléar. <em>Bulletin du Museum national d'Histoire naturelle, Paris.</em> 40 (5): 912-933.","Vasseur, P.",1969,Deuxième contribution à l'étude des Ascidies de Madagascar région de Tuléar.,,"Bulletin du Museum national d'Histoire naturelle, Paris",,,40,5,912-933,
"Mccarthy, A.M.; Gerken, S.; Mcgrath, D.; Mccormack, G.P. (2006). Monopseudocuma a new genus from the North East Atlantic and redescription of Pseudocuma gilsoni Bačescu, 1950 (Cumacea: Pseudocumatidae). <em>Zootaxa.</em> 1203: 39-56.","Mccarthy, A.M.; Gerken, S.; Mcgrath, D.; Mccormack, G.P.",2006,"Monopseudocuma a new genus from the North East Atlantic and redescription of Pseudocuma gilsoni Bačescu, 1950 (Cumacea: Pseudocumatidae)",,Zootaxa,,,1203,,39-56,
"Lock, K.; Mees, J.; Vincx, M.; Goethals, P. L. M. (2011). Did global warming and alien invasions affect surf zone hyperbenthic communities on sandy beaches in Belgium?. <em>Hydrobiologia.</em> 664: 173-181, + suppl. mat.","Lock, K.; Mees, J.; Vincx, M.; Goethals, P. L. M.",2011,Did global warming and alien invasions affect surf zone hyperbenthic communities on sandy beaches in Belgium?,,Hydrobiologia,,,664,,"173-181, + suppl. mat.",
"Dauvin, J.-C.; Dewarumez, J.-M.; Gentil, F. (2003). Liste actualisée des espèces d'Annélides Polychètes présentes en Manche [An up to date list of polychaetous annelids from the English Channel]. <em>Cahiers de Biologie Marine.</em> 44(1): 67-95.","Dauvin, J.-C.; Dewarumez, J.-M.; Gentil, F.",2003,Liste actualisée des espèces d'Annélides Polychètes présentes en Manche [An up to date list of polychaetous annelids from the English Channel].,,Cahiers de Biologie Marine,,,44,1,67-95,
"Irvine, L.M. (1983). Seaweeds of the British Isles. Vol. 1: Rhodophyta. Part 2A: Cryptonemiales (sensu stricto) Palmariales, Rhodymeniales. British Museum (Natural History) London, p. 115 pp.","Irvine, L. M.",1983,"Seaweeds of the British Isles. Vol. 1: Rhodophyta. Part 2A: Cryptonemiales (sensu stricto) Palmariales, Rhodymeniales",,British Museum (Natural History) London,,,,,115,
"Gravina, M. F.; Cantone, G. (1991). <i>Lumbrinerides neogesae</i> Miura, 1980, un Lumbrineridae (Annelida, Polichaeta) Nuovo per il Mediterraneo. <em>Animalia.</em> 18: 149-155.","Gravina, M. F.; Cantone, G.",1991,"<i>Lumbrinerides neogesae</i> Miura, 1980, un Lumbrineridae (Annelida, Polichaeta) Nuovo per il Mediterraneo",,Animalia,,,18,,149-155,
"Van Soest, R.W.M.; Hooper, J.N.A. (2002). Order Spirophorida Bergquist & Hogg, 1969. Pp. 83-84. <em>In: Hooper, J.N.A. & Van Soest, R.W.M. (eds) Systema Porifera. A guide to the classification of sponges. 2 volumes.</em> Kluwer Academic / Plenum Publishers: New York, 1708 + xlviii. ISBN 0-306-47260-0 (printed version).","Van Soest, R.W.M.; Hooper, J.N.A.",2002,"Order Spirophorida Bergquist & Hogg, 1969. Pp. 83-84",Systema Porifera. A guide to the classification of sponges. 2 volumes.,,Kluwer Academic / Plenum Publishers,New York,,,83-84,
"Bogi, C.; Galil, B. S. (1999). New findings along the Israeli coast. <em>La Conchiglia.</em> 31(292): 22-29.","Bogi, C.; Galil, B. S.",1999,New findings along the Israeli coast,,La Conchiglia,,,31,292,29-32; 63,
"Forest, J.; de Saint Laurent, M. (1989). Nouvelle contribution à la connaissance de Neoglyphea inopinata Forest & de Saint Laurent, à propos de la description de la femelle adulte. <em>in: Forest, J. Résultats des Campagnes MUSORSTOM 5. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 144: 75-92.","Forest, J.; de Saint Laurent, M.",1989,"Nouvelle contribution à la connaissance de Neoglyphea inopinata Forest & de Saint Laurent, à propos de la description de la femelle adulte",Résultats des Campagnes MUSORSTOM 5,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,144,,75-92,
"Wood-Mason J, Alcock A. (1891). Natural history notes from H.M. Indian marine survey steamer 'Investigator', Commander R.F. Hoskyn, R.N., commanding. No. 21. Note on the results of the last season's deep-sea dredging. <em>Annals and Magazine of Natural History, Series 6.</em> 7 (37): 1-19, (38) 186-202.","Wood-Mason J, Alcock A",1891,"Natural history notes from H.M. Indian marine survey steamer 'Investigator', Commander R.F. Hoskyn, R.N., commanding. No. 21. Note on the results of the last season's deep-sea dredging",,"Annals and Magazine of Natural History, Series 6",,,7,37,"1-19, (38) 186-202",
"Dautzenberg, P. (1901). Diagnoses de deux bulimulidés nouveaux provenant du Pérou. <em>Journal de conchyliologie.</em> 49: 131-132.","Dautzenberg, P.",1901,Diagnoses de deux bulimulidés nouveaux provenant du Pérou,,Journal de conchyliologie,,,49,,131-132,
"Naylor, E. (1972). British marine isopods: keys and notes for the identification of the species. 2nd ed. <em>Synopses of the British fauna (new series).</em> 3. Academic Press: London, UK. ISBN 0-12-515150-0. 89 pp.","Naylor, E.",1972,British marine isopods: keys and notes for the identification of the species. 2nd ed.,,Synopses of the British fauna (new series),Academic Press,"London, UK",3,,89,
"Ruggiero, M. A.; Gordon, D. P.; Orrell, T. M.; Bailly, N.; Bourgoin, T.; Brusca, R. C.; Cavalier-Smith, T.; Guiry, M. D.; Kirk, P. M. (2015). A Higher Level Classification of All Living Organisms. <em>PLOS ONE.</em> 10(4).","Ruggiero, M. A.; Gordon, D. P.; Orrell, T. M.; Bailly, N.; Bourgoin, T.; Brusca, R. C.; Cavalier-Smith, T.; Guiry, M. D.; Kirk, P. M.",2015,A Higher Level Classification of All Living Organisms,,PLOS ONE,,,10,4,,10.1371/journal.pone.0119248
"VLIZ. (2016). Wetenschappelijke en handelsbenamingen voor visserij- en aquacultuurproducten op de Belgische markt. <em>VLIZ Beleidsinformerende Nota's, BIN 2016_001.</em> Vlaams Instituut voor de Zee: Oostende. 28 + Annex. pp.",VLIZ,2016,Wetenschappelijke en handelsbenamingen voor visserij- en aquacultuurproducten op de Belgische markt,,"VLIZ Beleidsinformerende Nota's, BIN 2016_001",Vlaams Instituut voor de Zee,Oostende,,,28 + Annex.,
"Van Ryckegem, G.; Van Braeckel, A.; Elsen, R.; Speybroeck, J.; Vandevoorde, B.; Mertens, W.; Breine, J.; Van den Bergh, E. (2014). MONEOS – Geïntegreerd datarapport: INBO: toestand Zeeschelde 2013 Monitoringsoverzicht en 1ste lijnsrapportage Geomorfologie, diversiteit Habitats en diversiteit Soorten. <em>Rapporten van het Instituut voor Natuur- en Bosonderzoek, INBO.R.2014.2646963. Instituut voor Natuur- en Bosonderzoek (INBO): Brussel.</em> 137 pp.","Van Ryckegem, G.; Van Braeckel, A.; Elsen, R.; Speybroeck, J.; Vandevoorde, B.; Mertens, W.; Breine, J.; Van den Bergh, E.",2014,"MONEOS – Geïntegreerd datarapport: INBO: toestand Zeeschelde 2013 Monitoringsoverzicht en 1ste lijnsrapportage Geomorfologie, diversiteit Habitats en diversiteit Soorten",,"Rapporten van het Instituut voor Natuur- en Bosonderzoek, INBO.R.2014.2646963. Instituut voor Natuur- en Bosonderzoek (INBO): Brussel",Instituut voor Natuur- en Bosonderzoek (INBO),Brussel,,,137,
"Van Beneden, E. (1881). Existe-t-il un coelome chez les Ascidiens. <em>Zool. Anz.</em> 4.","Van Beneden, E.",1881,Existe-t-il un coelome chez les Ascidiens,,Zool. Anz.,,,4,,,
"Eliason, Anders. (1962). Undersökningar över Öresund. XXXXI. Weitere Untersuchungen über die Polychaetenfauna des Öresunds. <em>Acta Universitatis lundensis, nova series. Lunds Universitets Årsskrift.</em> N.F. Avd.2 58(9): 1-98.","Eliason, Anders",1962,Undersökningar över Öresund. XXXXI. Weitere Untersuchungen über die Polychaetenfauna des Öresunds,,"Acta Universitatis lundensis, nova series. Lunds Universitets Årsskrift",,,58,9,1-98,
"Adam, W. (1940). Notes sur les Gastéropodes: 8. Sur la présence de <i>Pseudamnicola confusa</i> (Frauenfeld, 1863) en Belgique [Notes on the Gastropods: 8. On the presence of <i>Pseudamnicola confusa</i> (Frauenfeld, 1863) in Belgium]. <em>Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België.</em> 16 (12): 1-7.","Adam, W.",1940,"Notes sur les Gastéropodes: 8. Sur la présence de <i>Pseudamnicola confusa</i> (Frauenfeld, 1863) en Belgique [Notes on the Gastropods: 8. On the presence of <i>Pseudamnicola confusa</i> (Frauenfeld, 1863) in Belgium]",,Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België,,,16,12,1-7,
"Herkül, K.; Kotta, J.; Kotta, I. (2006). Distribution and population characteristics of the alien talitrid amphipod Orchestia cavimana in relation to environmental conditions in the Northeastern Baltic Sea. <em>Helgoland Marine Research.</em> 60(2): 121-126.","Herkül, K.; Kotta, J.; Kotta, I.",2006,Distribution and population characteristics of the alien talitrid amphipod Orchestia cavimana in relation to environmental conditions in the Northeastern Baltic Sea,,Helgoland Marine Research,,,60,2,121-126,10.1007/s10152-006-0030-y
"Lipkin, Y., 1972. Contribution to the knowledge of Suez Canal migration. Marine algal and sea-grass flora of the Suez Canal. Israel Journal of Zoology 21: 405-446.","Lipkin, Y.",1972,Contribution to the knowledge of Suez Canal migration. Marine algal and sea-grass flora of the Suez Canal,,Israel Journal of Zoology,,,21,,405-446,
"Baribwegure, D. & H.J. Dumont. (1999). The use of integumental pore signature in the characterisation of species of the genus Thermocyclops Kiefer, 1927: The case of Thermocyclops emini (Mrazek, 1895) (Crustacea: Copepoda: Cyclopoida). Belgian Journal of Zoology 129(1):187-199. (i.1999)","Baribwegure, D. & H.J. Dumont",1999,"The use of integumental pore signature in the characterisation of species of the genus Thermocyclops Kiefer, 1927: The case of Thermocyclops emini (Mrazek, 1895) (Crustacea: Copepoda: Cyclopoida).",,Belgian Journal of Zoology,,,129,1,187-199. (i.1999),
"Adam, W. (1935). Notes sur les Gastéropodes: 2. Le genre <i>Cryptobia</i> Deshayes 1863 [Notes on the gasteropods: 2. The genus <i>Cryptobia</i> Deshayes 1863]. <em>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.</em> 11(19): 1-5.","Adam, W.",1935,Notes sur les Gastéropodes: 2. Le genre <i>Cryptobia</i> Deshayes 1863 [Notes on the gasteropods: 2. The genus <i>Cryptobia</i> Deshayes 1863],,Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.,,,11,19,1-5,
"Beneden, P.J. van. (1851). Recherches sur quelques Crustacés inférieurs. <em>Annales des Sciences Naturelles, Série Zoologie et Biologie Animale, Paris.</em> (3)16:71-131, pls. 2-6.","Beneden, P.J. van",1851,Recherches sur quelques Crustacés inférieurs.,,"Annales des Sciences Naturelles, Série Zoologie et Biologie Animale, Paris",,,16,3,"71-131, pl. 2-6",
"Frank, H.; Ahn, K.-J. (2011). Coastal Staphylinidae (Coleoptera): A worldwide checklist, biogeography and natural history. <em>ZooKeys.</em> 107: 1-98.","Frank, H.; Ahn, K.-J.",2011,"Coastal Staphylinidae (Coleoptera): A worldwide checklist, biogeography and natural history",,ZooKeys,,,107,,1-98,10.3897/zookeys.107.1651
"de Man, J. G. (1876). Contribution à la connaissance des Nématodes marins du Golf de Naples. <em>Tijdschrift der Nederlandsche Dierkundige Vereeniging.</em> 3: 88-118.","de Man, J. G.",1876,Contribution à la connaissance des Nématodes marins du Golf de Naples,,Tijdschrift der Nederlandsche Dierkundige Vereeniging,,,3,,88-118,
"Jones, D.S. (2000). Crustacea Cirripedia Thoracica: Chionelasmatoidea and Pachylasmatoidea (Balanomorpha) of New Caledonia, Vanuatu and Wallis and Futuna Islands, with a review of all currently assigned taxa. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 21. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 184: 141-283.","Jones, D.S.",2000,"Crustacea Cirripedia Thoracica: Chionelasmatoidea and Pachylasmatoidea (Balanomorpha) of New Caledonia, Vanuatu and Wallis and Futuna Islands, with a review of all currently assigned taxa",Résultats des Campagnes MUSORSTOM 21,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,184,,141-283,
"Macpherson, E. (1993). Crustacea Decapoda: Species of the genus Paramunida Baba, 1988 (Galatheidae) from the Philippines, Indonesia and New Caledonia. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 10. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 156: 443-473.","Macpherson, E.",1993,"Crustacea Decapoda: Species of the genus Paramunida Baba, 1988 (Galatheidae) from the Philippines, Indonesia and New Caledonia",Résultats des Campagnes MUSORSTOM 10,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,156,,443-473,
"Franco, M.; Steyaert, M.; Cabral, H.; Tenreiro, R.; Chambel, L.; Vincx, M.; Costa, M.; Vanaverbeke, J. (2008). Impact of discards of beam trawl fishing on the nematode community from the Tagus estuary (Portugal). <em>Marine Pollution Bulletin.</em> 56(10): 1728-1736.","Franco, M.; Steyaert, M.; Cabral, H.; Tenreiro, R.; Chambel, L.; Vincx, M.; Costa, M.; Vanaverbeke, J.",2008,Impact of discards of beam trawl fishing on the nematode community from the Tagus estuary (Portugal),,Marine Pollution Bulletin,,,56,10,1728-1736,10.1016/j.marpolbul.2008.07.003
"Lévi, C.; Lévi, P. (1989). Spongiaires (MUSORSTOM 1 & 2). <em>in: Forest, J. (Ed.) Résultats des Campagnes MUSORSTOM 4. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 143: 25-103.","Lévi, C.; Lévi, P.",1989,Spongiaires (MUSORSTOM 1 & 2),Résultats des Campagnes MUSORSTOM 4,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,143,,25-103,
"Clarke, A.; Johnston, N.M. (2003). Antarctic marine benthic diversity. <i>Oceanography and Marine Biology: an Annual Review</i>. 41: 47-114.","Clarke, A.; Johnston, N.M",2003,Antarctic marine benthic diversity,,Oceanography and Marine Biology: an Annual Review,,,41,,47-114,
"Briggs, R.P. (1973). <i>Lichomolgus actiniae</i> D.V.: an associated copepod new to Irish waters. <em>Irish Naturalists' Journal.</em> 17(12):423-424. (x-1973).","Briggs, R.P.",1973,<i>Lichomolgus actiniae</i> D.V.: an associated copepod new to Irish waters.,,Irish Naturalists' Journal,,,17,12,423-424. (x-1973),
