String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"<b>de Boer, M. N.; Baldwin, R.; Burton, C. L. K.; Eyre, E. L.; Jenner, K. C. S.; Jenner, M-N., M.; Keith, S. G.; McCabe, K. A.; Parsons, E. C. M.; Peddemors, V. M.; Rosenbaum, H. C.; Rudolph, P.; Simmonds, M. P.</b> (2002). Cetaceans in the Indian Ocean sanctuary: a review. Whale and Dolphin Conservation Society (WDCS): UK.  53 pp.","de Boer, M. N.; Baldwin, R.; Burton, C. L. K.; Eyre, E. L.; Jenner, K. C. S.; Jenner, M-N., M.; Keith, S. G.; McCabe, K. A.; Parsons, E. C. M.; Peddemors, V. M.; Rosenbaum, H. C.; Rudolph, P.; Simmonds, M. P.",2002,Cetaceans in the Indian Ocean sanctuary: a review,,,Whale and Dolphin Conservation Society (WDCS),UK,,,53
"<b>Maas, J.; Van de Guchte, C.; Kerkum, F.C.M.</b> (2002). Methodebeschrijvingen voor de beoordeling van verontreinigde waterbodems volgens de TRIADE benadering: Methodebeschrijvingen voor enkele bioassays en veldstudies. <i>RIKZ Nota</i>, 93,027. [S.n.]: [s.l.].  79 pp.","Maas, J.; Van de Guchte, C.; Kerkum, F.C.M.",2002,Methodebeschrijvingen voor de beoordeling van verontreinigde waterbodems volgens de TRIADE benadering: Methodebeschrijvingen voor enkele bioassays en veldstudies,,RIKZ Nota,,,"93,027",,79
"<b>Rogie, H.</b> (2002). Met Oostende als uitvalbasis: België activeert zijn operationele capaciteit voor bestrijding olievervuiling op zee. <i>Neptunus (Zeebrugge) 45(269)</i>: 258-259","Rogie, H.",2002,Met Oostende als uitvalbasis: België activeert zijn operationele capaciteit voor bestrijding olievervuiling op zee,,Neptunus (Zeebrugge),,,45,269,258-259
"<b>Cox, R.J. (Ed.)</b> (2002). Proceedings on CD-ROM of the 30th PIANC-AIPCN Congress, 22-26 September 2002, Sydney, Australia. PIANC = AIPCN: Brussel. ISBN 1877040096. 1 CD-ROM pp.","Cox, R.J. (Ed.)",2002,"Proceedings on CD-ROM of the 30th PIANC-AIPCN Congress, 22-26 September 2002, Sydney, Australia",,,PIANC = AIPCN,Brussel,,,1 CD-ROM
"<b>Tang, C.M.</b> (2002). Orsten deposits from Sweden: Miniature Late Cambrian arthropods, <b><i>in</i></b>: Bottjer, D.J. <i>et al.</i> (Ed.) <i>Exceptional fossil preservation: a unique view on the evolution of marine life.</i> pp. 117-130","Tang, C.M.",2002,Orsten deposits from Sweden: Miniature Late Cambrian arthropods,Exceptional fossil preservation: a unique view on the evolution of marine life,,,,,,117-130
"<b>Boyd, S.E.; Brown, C.; Schratzberger, M.</b> (2002). Future developments, <b><i>in</i></b>: Boyd, S.E. <i>Guidelines for the conduct of benthic studies at aggregate dredging sites.</i> pp. 92-94","Boyd, S.E.; Brown, C.; Schratzberger, M.",2002,Future developments,Guidelines for the conduct of benthic studies at aggregate dredging sites,,,,,,92-94
"Mifsud, C.; Ovalis, P. (2003). A note on new discoveries and the distribution of a few Mollusca from the Eastern Mediterranean. <em>La Conchiglia.</em> 306: 20-25.","Mifsud, C.; Ovalis, P.",2003,A note on new discoveries and the distribution of a few Mollusca from the Eastern Mediterranean,,La Conchiglia,,,306,,20-25
"Dauvin, J.-C.; Dewarumez, J.-M.; Gentil, F. (2003). Liste actualisée des espèces d'Annélides Polychètes présentes en Manche [An up to date list of polychaetous annelids from the English Channel]. <em>Cahiers de Biologie Marine.</em> 44(1): 67-95.","Dauvin, J.-C.; Dewarumez, J.-M.; Gentil, F.",2003,Liste actualisée des espèces d'Annélides Polychètes présentes en Manche [An up to date list of polychaetous annelids from the English Channel].,,Cahiers de Biologie Marine,,,44,1,67-95
"Clarke, A.; Johnston, N.M. (2003). Antarctic marine benthic diversity. <i>Oceanography and Marine Biology: an Annual Review</i>. 41: 47-114.","Clarke, A.; Johnston, N.M",2003,Antarctic marine benthic diversity,,Oceanography and Marine Biology: an Annual Review,,,41,,47-114
"Faasse, M.; Ates, R. (2003). De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida) II De uit Amerika afkomstige <i>Euplana gracilis</i>. <em>Het Zeepaard.</em> 63:57-60.","Faasse, M.; Ates, R.",2003,De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida) II De uit Amerika afkomstige <i>Euplana gracilis</i>,,Het Zeepaard,,,63,,57-60
"Houart, R. (2003). Two new muricids (Gastropoda: Muricidae) from west Africa. <em>Novapex.</em> 4 (2-3): 51-56.","Houart, R.",2003,Two new muricids (Gastropoda: Muricidae) from west Africa,,Novapex,,,4,2-3,51-56
"Houart, R. (2003). Description of three new species of <i>Trophon</i> s.l. Montfort, 1810 (Gastropoda: Muricidae) from Chile. <em>Novapex.</em> 4 (4): 101-110.","Houart, R.",2003,"Description of three new species of <i>Trophon</i> s.l. Montfort, 1810 (Gastropoda: Muricidae) from Chile",,Novapex,,,4,4,101-110
"Çinar, M. E.; Ergen, Z. (2003). Eusyllinae and Syllinae (Annelida: Polychaeta) from northen Cyprus (Eastern Mediterranean Sea) with a checklist of species reported from the Levant Sea. <em>Bulletin of Marine Science.</em> 72(3): 769-793.","Çinar, M. E.; Ergen, Z.",2003,Eusyllinae and Syllinae (Annelida: Polychaeta) from northen Cyprus (Eastern Mediterranean Sea) with a checklist of species reported from the Levant Sea,,Bulletin of Marine Science,,,72,3,769-793
"Belmonte, G.; Bussotti, S.; Costantini, F.; Denitto, F.; Metrangolo, M.; Muscogiuri, L.; Onorato, R. (2003). Indagine faunistica sulle grotte sottomarine del Capo di Leuca (Mar Ionio-Puglia). <em>Biol. Mar. Medit.</em> 10(2): 647-649.","Belmonte, G.; Bussotti, S.; Costantini, F.; Denitto, F.; Metrangolo, M.; Muscogiuri, L.; Onorato, R.",2003,Indagine faunistica sulle grotte sottomarine del Capo di Leuca (Mar Ionio-Puglia),,Biol. Mar. Medit.,,,10,2,647-649
"Kerckhof, F.; Stegenga, H. (2003). Nieuwe <i>Polysiphonia</i>-soorten voor België en Noord-Frankrijk, met een gereviseerde determineertabel voor de soorten van het geslacht <i>Polysiphonia</i> in deze regio [New <i>Polysiphonia</i> species for Belgium and Northern France, with a revised key to the species of the genus <i>Polysiphonia</i> in this region]. <em>Dumortiera.</em> 80: 40-45.","Kerckhof, F.; Stegenga, H.",2003,"Nieuwe <i>Polysiphonia</i>-soorten voor België en Noord-Frankrijk, met een gereviseerde determineertabel voor de soorten van het geslacht <i>Polysiphonia</i> in deze regio [New <i>Polysiphonia</i> species for Belgium and Northern France, with a revised key to the species of the genus <i>Polysiphonia</i> in this region]",,Dumortiera,,,80,,40-45
"Fraussen, K.; Hadorn, R. (2003). Six new Buccinidae (Mollusca: Gastropoda) from New Caledonia. <em>Novapex.</em> 4(2-3): 33-50.","Fraussen, K.; Hadorn, R.",2003,Six new Buccinidae (Mollusca: Gastropoda) from New Caledonia,,Novapex,,,4,2-3,33-50
"Mienis, H.K. (2003). Mariene Mollusken  uit het Oostelijk deel van de Middellandse zee 15. Invasie van rugschilden van <i>Sepia pharaonis</i> langs de kust van Israel. <em>SPIRULA- Correspondentieblad van de Nederlandse Malacologische Vereniging.</em> 335:127-129.","Mienis, H.K.",2003,Mariene Mollusken  uit het Oostelijk deel van de Middellandse zee 15. Invasie van rugschilden van <i>Sepia pharaonis</i> langs de kust van Israel.,,SPIRULA- Correspondentieblad van de Nederlandse Malacologische Vereniging,,,335,,127-129
"Bussotti, S.; Guidetti, P.; Belmonte, G. (2003). Distribution patterns of the cardinal fish, Apogon imberbis, in shallow marine caves in southern Apulia (SE Italy). <em>Ital. J. Zoolog.</em> 70: 153-157.","Bussotti, S.; Guidetti, P.; Belmonte, G.",2003,"Distribution patterns of the cardinal fish, Apogon imberbis, in shallow marine caves in southern Apulia (SE Italy)",,Ital. J. Zoolog.,,,70,,153-157
"Mienis, H.K. (2003). Marine molluscs from the Eastern Mediterranean 14. The first finds of <i>Octopus cyanea</i>. <em>Spirula.</em> 333: 88-89.","Mienis, H.K.",2003,Marine molluscs from the Eastern Mediterranean 14. The first finds of <i>Octopus cyanea</i>,,Spirula,,,333,,88-89
"Mienis, H.K. (2003). Marine molluscs from the Eastern Mediterranean 11. A first find of <i>Cerithium columna</i> Sowerby, 1834. <em>Spirula.</em> 331: 31-32.","Mienis, H.K.",2003,"Marine molluscs from the Eastern Mediterranean 11. A first find of <i>Cerithium columna</i> Sowerby, 1834",,Spirula,,,331,,31-32
"Hovda, J.I. & A. Fosshagen. (2003). Hyperbenthic calanoids and Thespesiopsyllus paradoxus (Sars) collected with a light trap in western Norway. <em>Sarsia.</em> 88(1):89-94.","Hovda, J.I. & A. Fosshagen",2003,Hyperbenthic calanoids and Thespesiopsyllus paradoxus (Sars) collected with a light trap in western Norway.,,Sarsia,,,88,1,89-94
"Moraes, F.C.; Muricy, G. (2003). Taxonomy of <i>Plakortis</i> and <i>Plakinastrella</i> (Demospongiae: Plakinidae) from oceanic islands off north-eastern Brazil, with description of three new species. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 83(2): 385-397.","Moraes, F.C.; Muricy, G.",2003,"Taxonomy of <i>Plakortis</i> and <i>Plakinastrella</i> (Demospongiae: Plakinidae) from oceanic islands off north-eastern Brazil, with description of three new species.",,Journal of the Marine Biological Association of the United Kingdom,,,83,2,385-397
"Turpaeva, E. P. (2003). Shallow water sea spiders (Pycnogonida) from the Kuril, Commander, and Yamskii Islands. 2. Pycnogonidae family. <em>Pycnogonidae family ZooL. Zhurn.</em> 82(5): 577-583.","Turpaeva, E. P.",2003,"Shallow water sea spiders (Pycnogonida) from the Kuril, Commander, and Yamskii Islands. 2. Pycnogonidae family.",,Pycnogonidae family ZooL. Zhurn.,,,82,5,577-583
"Gokoglu, M.; Bodur, T.; Kaya, Y. (2003). First record of the Red Sea bannerfish (<i>Heniochus intermedius</i> Steindachner, 1893) from the Mediterranean Sea. <em>Israel Journal of Zoology.</em> 49: 324-325.","Gokoglu, M.; Bodur, T.; Kaya, Y.",2003,"First record of the Red Sea bannerfish (<i>Heniochus intermedius</i> Steindachner, 1893) from the Mediterranean Sea",,Israel Journal of Zoology,,,49,,324-325
"Bachelet, G.; Dauvin, J.-C.; Sorbe, J. C. (2003). An updated checklist of marine and brackish water Amphipoda (Crustacea: Peracarida) of the southern Bay of Biscay (NE Atlantic). <em>Cah. Biol. Mar.</em> 44(2): 121-151.","Bachelet, G.; Dauvin, J.-C.; Sorbe, J. C.",2003,An updated checklist of marine and brackish water Amphipoda (Crustacea: Peracarida) of the southern Bay of Biscay (NE Atlantic),,Cah. Biol. Mar.,,,44,2,121-151
"Vandendriessche, S.; Degraer, S.; Vincx, M. (2003). Drijvende wieren als habitat voor macrofauna aan de Belgische kust [Floating seaweeds as habitat for macrofauna at the Belgian coast]. <em>De Strandvlo.</em> 23(2): 50-57.","Vandendriessche, S.; Degraer, S.; Vincx, M.",2003,Drijvende wieren als habitat voor macrofauna aan de Belgische kust [Floating seaweeds as habitat for macrofauna at the Belgian coast].,,De Strandvlo,,,23,2,50-57
"Scapolatempo, M.; Solustri, C.; Sabelli, B. (2003). <i>Amathina tricarinata</i> (Linnaeus, 1767) (Orthogastropoda, Heterobranchia, Amathinidae): una nuova specie esotica in Mediterraneo. <em>Biologia Marina Mediterranea.</em> 10(2): 614-617.","Scapolatempo, M.; Solustri, C.; Sabelli, B.",2003,"<i>Amathina tricarinata</i> (Linnaeus, 1767) (Orthogastropoda, Heterobranchia, Amathinidae): una nuova specie esotica in Mediterraneo",,Biologia Marina Mediterranea,,,10,2,614-617
Vilvens C. & Héros V. (2003). Description of <i>Herpetopoma eboreum</i> n.sp. (Gastropoda : Trochidae: Eucyclinae: Chilodoniini) from New Caledonia. <em>Novapex.</em> 4(2-3): 61-65.,Vilvens C. & Héros V.,2003,Description of <i>Herpetopoma eboreum</i> n.sp. (Gastropoda : Trochidae: Eucyclinae: Chilodoniini) from New Caledonia.,,Novapex,,,4,2-3,61-65
"Dewicke, A.; Cattrijsse, A.; Mees, J.; Vincx, M. (2003). Spatial patterns of the hyperbenthos of subtidal sandbanks in the southern North Sea. <em>Journal of Sea Research.</em> 49: 27-45.","Dewicke, A.; Cattrijsse, A.; Mees, J.; Vincx, M.",2003,Spatial patterns of the hyperbenthos of subtidal sandbanks in the southern North Sea,,Journal of Sea Research,,,49,,27-45
"<b>Maes, F.; Lavrysen, L.; Maes, F.</b> (2003). Integraal waterbeleid in Vlaanderen en Nederland. <i>Actualia Milieurecht</i>, 1. Die Keure: Brugge. ISBN 90-5958-168-7. XIII, 358 + bijlage pp.","Maes, F.; Lavrysen, L.; Maes, F.",2003,Integraal waterbeleid in Vlaanderen en Nederland,,Actualia Milieurecht,Die Keure,Brugge,1,,"XIII, 358 + bijlage"
"<b>Princen, S.</b> (2003). Evaluation of the ecological success of a reforested mangrove system in a Sri Lankan lagoon. MSc Thesis. Free University Brussels. Laboratory of Plant Science and Nature Management: Brussel. 51 pp.","Princen, S.",2003,Evaluation of the ecological success of a reforested mangrove system in a Sri Lankan lagoon,,,Free University Brussels. Laboratory of Plant Science and Nature Management,Brussel,,,51
"<b>Mennen, W.; Warmoes, T.; Awouters, R.; Denayer, B.</b> (2003). Nieuwe kansen voor de Jeker vanuit Vlaams perspectief, <b><i>in</i></b>: <i>Nieuwe kansen voor de Jeker, internationaal symposium = nouvelles chances pour le Geer, symposium international.</i> pp. [1-15]","Mennen, W.; Warmoes, T.; Awouters, R.; Denayer, B.",2003,Nieuwe kansen voor de Jeker vanuit Vlaams perspectief,"Nieuwe kansen voor de Jeker, internationaal symposium = nouvelles chances pour le Geer, symposium international",,,,,,[1-15]
(2003). Generic depth-damage relationships for residential structures without basements: economic guidance memorandum #04-01. [S.n.]: [s.l.].  17 pp.,,2003,Generic depth-damage relationships for residential structures without basements: economic guidance memorandum #04-01,,,[S.n.],,,,17
<b>Hydrologisch Informatiecentrum</b> (2003). De digitale Demer: een nieuw en krachtig instrument voor waterpeilbeheer [BROCHURE]. Waterbouwkundig Laboratorium en Hydrologisch Onderzoek: Antwerpen.  24 pp.,Hydrologisch Informatiecentrum,2003,De digitale Demer: een nieuw en krachtig instrument voor waterpeilbeheer [BROCHURE],,,Waterbouwkundig Laboratorium en Hydrologisch Onderzoek,Antwerpen,,,24
"<b>de Albergaria Ferreira Pinto, J.S.</b> (2003). Caracterização nutricional da dourada (<i>Sparus aurata</i>) criada em regime semi-intensivo: influencia da pratica do jejum nas caracteristicas nutricionais e organolepticas. PhD Thesis. Instituto Superior de Ciências da Saúde-Sul: Lisboa.  82, 23 pp.","de Albergaria Ferreira Pinto, J.S.",2003,Caracterização nutricional da dourada (<i>Sparus aurata</i>) criada em regime semi-intensivo: influencia da pratica do jejum nas caracteristicas nutricionais e organolepticas,,,Instituto Superior de Ciências da Saúde-Sul,Lisboa,,,"82, 23"
(2003). Abdichtung beim Westerschelde-Tunnel und bei der Metro Kopenhagen = Seals for the Westerschelde tunnel and the Copenhagen metro. <i>Tunnel 8</i>,,2003,Abdichtung beim Westerschelde-Tunnel und bei der Metro Kopenhagen = Seals for the Westerschelde tunnel and the Copenhagen metro,,,,,8,,
"<b>Moreteau, J.-Cl.</b> (2003). Comparaison de modèles de croissance chez <i>Pinna nobilis</i> et autres mollusques, <b><i>in</i></b>: <i>Premier Séminaire International sur la Grande nacre de Méditerranée <i>Pinna nobilis</i>, 10-12 octobre 2002, Île des Embiez, Var, France. Mémoires de l'Institut océanographique Paul Ricard,</i> : pp. 63-76","Moreteau, J.-Cl.",2003,Comparaison de modèles de croissance chez <i>Pinna nobilis</i> et autres mollusques,"Premier Séminaire International sur la Grande nacre de Méditerranée <i>Pinna nobilis</i>, 10-12 octobre 2002, Île des Embiez, Var, France",Mémoires de l'Institut océanographique Paul Ricard,,,,,63-76
"<b>Faasse, M.</b> (2003). De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida): 3. De cryptogene <i>Stylochus flevensis</i> (Hofker, 1930). <i>Het Zeepaard 63(5)</i>: 153-158","Faasse, M.",2003,"De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida): 3. De cryptogene <i>Stylochus flevensis</i> (Hofker, 1930)",,Het Zeepaard,,,63,5,153-158
"<b>Smith, K.</b> (2003). Hydrogeologische studie te Koksijde: kunstmatige infiltratie als bijdrage tot duurzame waterwinning in kustgebieden. MSc Thesis. Universiteit Gent, Faculteit Wetenschappen, Vakgroep Geologie en Bodemkunde, Onderzoekseenheid Toegepaste Geologie en Hydrogeologie: Gent.  168 pp.","Smith, K.",2003,Hydrogeologische studie te Koksijde: kunstmatige infiltratie als bijdrage tot duurzame waterwinning in kustgebieden,,,"Universiteit Gent, Faculteit Wetenschappen, Vakgroep Geologie en Bodemkunde, Onderzoekseenheid Toegepaste Geologie en Hydrogeologie",Gent,,,168
"<b>Dauwe, B.; Peters, B.</b> (2003). Plan van aanpak MOVE: toeleverende studies aan het MOVE evaluatierapport 2003: evaluatierapport 2003. Rijksinstituut voor Kust en Zee (RIKZ): [s.l.].  25 (7) pp.","Dauwe, B.; Peters, B.",2003,Plan van aanpak MOVE: toeleverende studies aan het MOVE evaluatierapport 2003: evaluatierapport 2003,,,Rijksinstituut voor Kust en Zee (RIKZ),,,,25 (7)
"<b>Brouwer, K.</b> (2003). Kaneel, cassia, kardemom... Vraag en aanbod op de Mukhâwi markt voor kleine specerijen in de vroege zeventiende eeuw, naar Nederlandse documenten, <b><i>in</i></b>: Akveld, L. <i>et al.</i> (Ed.) <i>In het kielzog: Maritiem-historische studies aangeboden aan Jaap R. Bruijn bij zijn vertrek als hoogleraar zeegeschiedenis aan de Universiteit Leiden.</i> pp. 141-162","Brouwer, K.",2003,"Kaneel, cassia, kardemom... Vraag en aanbod op de Mukhâwi markt voor kleine specerijen in de vroege zeventiende eeuw, naar Nederlandse documenten",In het kielzog: Maritiem-historische studies aangeboden aan Jaap R. Bruijn bij zijn vertrek als hoogleraar zeegeschiedenis aan de Universiteit Leiden,,,,,,141-162
"<b>Hamerlynck, O.; Mees, J.; Craeymeersch, J.A.; Soetaert, K.; Hostens, K.; Cattrijsse, A.; Van Damme, P.A.</b> (2003). The Westerschelde estuary: two food webs and a nutrient rich desert, <b><i>in</i></b>: Hostens, K. <i>The demersal fish and macro-invertebrate assemblages of the Westerschelde and Oosterschelde estuaries (Southern Bight of the North Sea) = De demersale vis- en macro-invertebraten gemeenschappen van de Westerschelde en Oosterschelde estuaria (Zuidelijke Bocht van de Noordzee).</i> pp. 157-164","Hamerlynck, O.; Mees, J.; Craeymeersch, J.A.; Soetaert, K.; Hostens, K.; Cattrijsse, A.; Van Damme, P.A.",2003,The Westerschelde estuary: two food webs and a nutrient rich desert,The demersal fish and macro-invertebrate assemblages of the Westerschelde and Oosterschelde estuaries (Southern Bight of the North Sea) = De demersale vis- en macro-invertebraten gemeenschappen van de Westerschelde en Oosterschelde estuaria (Zuidelijke Bocht van de Noordzee),,,,,,157-164
"<b>Seys, J. (Ed.)</b> (2003). VLIZINE december 2003. <i>Nieuwsbrief VLIZINE</i>, 4(12). Vlaams Instituut voor de Zee (VLIZ): Oostende.","Seys, J. (Ed.)",2003,VLIZINE december 2003,,Nieuwsbrief VLIZINE,Vlaams Instituut voor de Zee (VLIZ),Oostende,4,12,
"<b>Blount, B.G.</b> (2003). Perceptions of legitimacy in conflict between commercial fishermen and regulatory agencies, <b><i>in</i></b>: Dallmeyer, D.G. <i>Values at sea: ethics for the marine environment.</i> pp. 127-146","Blount, B.G.",2003,Perceptions of legitimacy in conflict between commercial fishermen and regulatory agencies,Values at sea: ethics for the marine environment,,,,,,127-146
(2003). 2003 Annual Combined Cumulative Index for Cambridge Scientific Abstracts Journals [CD-ROM]. Cambridge Scientific Abstracts: Bethesda.  cd-rom pp.,,2003,2003 Annual Combined Cumulative Index for Cambridge Scientific Abstracts Journals [CD-ROM],,,Cambridge Scientific Abstracts,Bethesda,,,cd-rom
"De Blauwe, H.; Faasse, M. A. (2004). <i>Smittoidea prolifica</i> Osburn, 1952 (Bryozoa, Cheilostomatida), a Pacific bryozoan introduced to The Netherlands (Northeast Atlantic). <em>Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen. Biologie.</em> 74: 33-39.","De Blauwe, H.; Faasse, M. A.",2004,"<i>Smittoidea prolifica</i> Osburn, 1952 (Bryozoa, Cheilostomatida), a Pacific bryozoan introduced to The Netherlands (Northeast Atlantic).",,Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen. Biologie,,,74,,33-39
"Pérez, T.; Vacelet, J.; Bitar, G.; Zibrowius, H. (2004). Two new lithistids (Porifera: Demospongiae) from a shallow eastern Mediterranean cave (Lebanon). <em>Journal of the Marine Biological Association of the United Kingdom.</em> 84 (1): 15-24.","Pérez, T.; Vacelet, J.; Bitar, G.; Zibrowius, H.",2004,Two new lithistids (Porifera: Demospongiae) from a shallow eastern Mediterranean cave (Lebanon),,Journal of the Marine Biological Association of the United Kingdom,,,84,1,15-24
"Chan, T.-Y. (2004). The ""Plesionika rostricrescentis (Bate, 1888)"" and ""P. lophotes Chace, 1985"" species groups of Plesionika Bate, 1888, with descriptions of five new species (Crustacea: Decapoda: Pandalidae). <em>in: Marshall, B.A. et al. (Ed.) Tropical Deep-Sea Benthos 23. Mémoires du Muséum national d'Histoire naturelle (1993).</em> 191: 293-318.","Chan, T.-Y.",2004,"The ""Plesionika rostricrescentis (Bate, 1888)"" and ""P. lophotes Chace, 1985"" species groups of Plesionika Bate, 1888, with descriptions of five new species (Crustacea: Decapoda: Pandalidae)",Tropical Deep-Sea Benthos 23,Mémoires du Muséum national d'Histoire naturelle (1993),,,191,,293-318
"Serejo, C. S. (2004). Cladistic revision of talitroidean amphipods (Crustacea, Gammaridea), with a proposal of a new classification. <em>Zoologica Scripta.</em> 33(6): 551-586.","Serejo, C. S.",2004,"Cladistic revision of talitroidean amphipods (Crustacea, Gammaridea), with a proposal of a new classification",,Zoologica Scripta,,,33,6,551-586
"Houart, R.; Quiquandon, P. & Briano, B. (2004). Description of a new species of <i>Chicoreus (Triplex)</i> (Gastropoda: Muricidae) from Madagascar. <em>Novapex.</em> 5 (4): 143-146.","Houart, R.; Quiquandon, P. & Briano, B.",2004,Description of a new species of <i>Chicoreus (Triplex)</i> (Gastropoda: Muricidae) from Madagascar,,Novapex,,,5,4,143-146
"Houart, R. (2004). Review of Recent species of <i>Morula</i> (<i>Oppomorus</i>), <i>M.</i> (<i>Azumamorula</i>), and <i>M.</i> (<i>Habromorula</i>) (Gastropoda: Muricidae: Ergalataxinae). <em>Novapex.</em> 5 (4): 91-130.","Houart, R.",2004,"Review of Recent species of <i>Morula</i> (<i>Oppomorus</i>), <i>M.</i> (<i>Azumamorula</i>), and <i>M.</i> (<i>Habromorula</i>) (Gastropoda: Muricidae: Ergalataxinae)",,Novapex,,,5,4,91-130
"Huyse, T.; Malmberg, G. (2004). Molecular and morphological comparisons between Gyrodactylus ostendicus n. sp. (Monogenea: Gyrodactylidae) on Pomatoschistus microps (Kroyer) and G. harengi Malmberg, 1957 on Clupea harengus membras. <em>Systematic Parasitology.</em> 58(2): 105-113.","Huyse, T.; Malmberg, G.",2004,"Molecular and morphological comparisons between Gyrodactylus ostendicus n. sp. (Monogenea: Gyrodactylidae) on Pomatoschistus microps (Kroyer) and G. harengi Malmberg, 1957 on Clupea harengus membras",,Systematic Parasitology,,,58,2,105-113
"Dumoulin, E. (2004). Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. <em>De Strandvlo.</em> 24(1): 5-35.","Dumoulin, E.",2004,"Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort",,De Strandvlo,,,24,1,5-35
"Dahdouh-Guebas, F.; De Bondt, R.; Abeysinghe, P.D.; Kairo, J.G.; Cannicci, S.; Triest, L.; Koedam, N. (2004). Comparative study of the disjunct zonation pattern of the grey mangrove Avicennia marina (Forsk.) Vierh. In Gazi Bay (Kenya. <em>Bulletin of Marine Science.</em> 74(2): 237-252.","Dahdouh-Guebas, F.; De Bondt, R.; Abeysinghe, P.D.; Kairo, J.G.; Cannicci, S.; Triest, L.; Koedam, N.",2004,Comparative study of the disjunct zonation pattern of the grey mangrove Avicennia marina (Forsk.) Vierh. In Gazi Bay (Kenya,,Bulletin of Marine Science,,,74,2,237-252
"Schmidt, D.N.; Thierstein, H.R.; Bollmann, J.; Schiebel, R. (2004). Abiotic Forcing of Plankton Evolution in the Cenozoic. <em>Science.</em> 303: 207-210.","Schmidt, D.N.; Thierstein, H.R.; Bollmann, J.; Schiebel, R.",2004,Abiotic Forcing of Plankton Evolution in the Cenozoic,,Science,,,303,,207-210
"Mienis, H. K. (2004). Marine molluscs from the Eastern Mediterranean 19. The first finds of <i>Chama aspersa</i> Reeve, 1846. <em>Spirula.</em> 337: 34-35.","Mienis, H. K.",2004,"Marine molluscs from the Eastern Mediterranean 19. The first finds of <i>Chama aspersa</i> Reeve, 1846.",,Spirula,,,337,,34-35
"Martí, R.; Uriz, M.J.; Ballesteros, E.; Turon, X. (2004). Temporal variation of several structure descriptors in animal-dominated benthic communities in two Mediterranean caves. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 84 (3): 573-580.","Martí, R.; Uriz, M.J.; Ballesteros, E.; Turon, X.",2004,Temporal variation of several structure descriptors in animal-dominated benthic communities in two Mediterranean caves,,Journal of the Marine Biological Association of the United Kingdom,,,84,3,573-580
"Martí, R.; Uriz, M.J.; Ballesteros, E.; Turon, X. (2004). Benthic assemblages in two Mediterranean caves: species diversity and coverage as a function of abiotic parameters and geographic distance. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 84 (3): 557-572.","Martí, R.; Uriz, M.J.; Ballesteros, E.; Turon, X.",2004,Benthic assemblages in two Mediterranean caves: species diversity and coverage as a function of abiotic parameters and geographic distance,,Journal of the Marine Biological Association of the United Kingdom,,,84,3,557-572
"Dominguez-Granda, L.; Fockedey, N.; De Mey, M.; Beyst, B.; Cornejo, M.d.P.; Calderon, J.; Vincx, M. (2004). Spatial patterns of the surf zone hyperbenthic fauna of Valdivia Bay (Ecuador). <em>Hydrobiologia.</em> 529: 205-224.","Dominguez-Granda, L.; Fockedey, N.; De Mey, M.; Beyst, B.; Cornejo, M.d.P.; Calderon, J.; Vincx, M.",2004,Spatial patterns of the surf zone hyperbenthic fauna of Valdivia Bay (Ecuador),,Hydrobiologia,,,529,,205-224
<b>FAO</b> (2004). FAO fisheries technical papers: a selected digital collection [CD-ROM]. Version 2. FAO: Rome. ISBN 92-5-005140-9. 1 cd-rom pp.,FAO,2004,FAO fisheries technical papers: a selected digital collection [CD-ROM],,,FAO,Rome,,,1 cd-rom
"(2004). Vis uit de Baltische Zee = Fish of the Baltic Sea. Twenty-language edition. Office for Official Publications of the European Communities: Luxembourg. ISBN 92-894-7795-4. 52, ill. pp.",,2004,Vis uit de Baltische Zee = Fish of the Baltic Sea,,,Office for Official Publications of the European Communities,Luxembourg,,,"52, ill."
"<b>Rilov, G.; Benayahu, Y.; Gasith, A.</b> (2004). Prolonged lag in population outbreak of an invasive mussel: a shifting-habitat model. <i>Biological Invasions 6</i>: 347-364","Rilov, G.; Benayahu, Y.; Gasith, A.",2004,Prolonged lag in population outbreak of an invasive mussel: a shifting-habitat model,,Biological Invasions,,,6,,347-364
