String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>Palosuo, E.</b> (1965). Frozen slush on lake ice. <i>Geophysica 9(2)</i>: 131-147","Palosuo, E.",1965,Frozen slush on lake ice,,Geophysica,,,9,2,131-147
"<b>Eeckhaut, I.; VandenSpiegel, D.; Grygier, M.J.</b> (1994). Myzostomida (Annelida) from Singapore, with related Indo-Pacific distribution records and descriptions of three new species. <i>Raffles Bull. Zool. 42(3)</i>: 669-688","Eeckhaut, I.; VandenSpiegel, D.; Grygier, M.J.",1994,"Myzostomida (Annelida) from Singapore, with related Indo-Pacific distribution records and descriptions of three new species",,The Raffles Bulletin of Zoology,,,42,3,669-688
"<b>Lovrić, A.Ž.</b> (1971). Coenodynamique et pédodynamique du mode battu par rapport à la bora et à l'abrasion, <b><i>in</i></b>: Zavodnik, D. (Ed.) <i>Proceedings of the Sixth European Symposium on Marine Biology, Rovinj, Croatia, Yugoslavia September 27-October 2, 1971. Thalassia Jugoslavica,</i> 7(1): pp. 195-200","Lovrić, A.Ž.",1971,Coenodynamique et pédodynamique du mode battu par rapport à la bora et à l'abrasion,"Proceedings of the Sixth European Symposium on Marine Biology, Rovinj, Croatia, Yugoslavia September 27-October 2, 1971",Thalassia Jugoslavica,,,,,195-200
"<b>Sousa, L.; Barreiros, J.P.; Soares, M.S.C.; Hostim-Silva, M.; Santos, R.S.</b> (2003). Preliminary notes on the reproductive biology of the lizardfish,<i> Synodus saurus</i> (Actynopterygii : Synodontidae) in the Azores. <i>Cybium 27(1)</i>: 41-45","Sousa, L.; Barreiros, J.P.; Soares, M.S.C.; Hostim-Silva, M.; Santos, R.S.",2003,"Preliminary notes on the reproductive biology of the lizardfish,<i> Synodus saurus</i> (Actynopterygii : Synodontidae) in the Azores",,Cybium,,,27,1,41-45
Volkskundig jaarboek. Koninklijke Bond der Oost-Vlaamse Volkskundigen (KBOV)/Volkskunde West-Vlaamse (VWV): Assebroek,,,Volkskundig jaarboek,,,"Koninklijke Bond der Oost-Vlaamse Volkskundigen (KBOV), Volkskunde West-Vlaamse (VWV)",Assebroek,,,
"<b>Goss-Custard, J.D.; Le V. Dit Durell, S.E.A.; Clarke, R.T.; Beintema, A.J.; Caldow, R.W.G.; Meininger, P.L.M.; Smit, C.J.</b> (1996). Population dynamics: predicting the consequences of habitat change at the continental scale, <b><i>in</i></b>: Goss-Custard, J.D. (Ed.) <i>The oystercatcher: from individuals to populations. Oxford Ornithology Series,</i> : pp. 352-381","Goss-Custard, J.D.; Le V. Dit Durell, S.E.A.; Clarke, R.T.; Beintema, A.J.; Caldow, R.W.G.; Meininger, P.L.M.; Smit, C.J.",1996,Population dynamics: predicting the consequences of habitat change at the continental scale,The oystercatcher: from individuals to populations,Oxford Ornithology Series,,,,,352-381
"<b>Richter, N.; Longo, W.M.; George, S.; Shipunova, A.; Huang, Y.; Amaral-Zettler, L.</b> (2019). Phylogenetic diversity in freshwater‐dwelling Isochrysidales haptophytes with implications for alkenone production. <i>Geobiol. 17(3)</i>: 272-280. <a href=""https://dx.doi.org/10.1111/gbi.12330"" target=""_blank"">https://dx.doi.org/10.1111/gbi.12330</a>","Richter, N.; Longo, W.M.; George, S.; Shipunova, A.; Huang, Y.; Amaral-Zettler, L.",2019,Phylogenetic diversity in freshwater‐dwelling Isochrysidales haptophytes with implications for alkenone production,,Geobiology,,,17,3,272-280
"<b>Paulrud, A.; Carvalho, N.; Borrello, A.; Motova, A. (Ed.)</b> (2015). The 2015 annual economic report on the EU fishing fleet (STECF 15-07). <i>JRC Scientific and Policy Reports</i>, JRC 97371. Publications Office of the European Union: Luxembourg. ISBN 978-92-79-50642-0. 434 pp. <a href=""https://hdl.handle.net/10.2788/307845"" target=""_blank"">https://hdl.handle.net/10.2788/307845</a>","Paulrud, A.; Carvalho, N.; Borrello, A.; Motova, A. (Ed.)",2015,The 2015 annual economic report on the EU fishing fleet (STECF 15-07),,JRC Scientific and Policy Reports,Publications Office of the European Union,Luxembourg,JRC 97371,,434
IHO Special Publication: Monaco,,,IHO Special Publication,,,,Monaco,,,
"<b>Hattermann, T.; Nicholls, K.W.; Hellmer, H.H.; Davis, P.E.D.; Janout, M.A.; Østerhus, S.; Schlosser, E.; Rohardt, G.; Kanzow, T.</b> (2021). Observed interannual changes beneath Filchner-Ronne Ice Shelf linked to large-scale atmospheric circulation. <i>Nature Comm. 12(1)</i>: 2961. <a href=""https://hdl.handle.net/10.1038/s41467-021-23131-x"" target=""_blank"">https://hdl.handle.net/10.1038/s41467-021-23131-x</a>","Hattermann, T.; Nicholls, K.W.; Hellmer, H.H.; Davis, P.E.D.; Janout, M.A.; Østerhus, S.; Schlosser, E.; Rohardt, G.; Kanzow, T.",2021,Observed interannual changes beneath Filchner-Ronne Ice Shelf linked to large-scale atmospheric circulation,,Nature Communications,,,12,1,2961
"<b>Karnovsky, N.; Ainley, D.G.; Lee, P.</b> (2007). The impact and importance of production in polynyas to top-trophic predators: three case histories, <b><i>in</i></b>: Smith Jr., W.O. <i>et al.</i> (Ed.) <i>Polynyas: windows to the world. Elsevier Oceanography Series,</i> 74: pp. 391-410","Karnovsky, N.; Ainley, D.G.; Lee, P.",2007,The impact and importance of production in polynyas to top-trophic predators: three case histories,Polynyas: Windows to the world,Elsevier Oceanography Series,,,,,391-410
"<b>Beckers, J.-M.; Burchard, H.; Deleersnijder, E.; Mathieu, P.-P.</b> (2000). Numerical discretization of rotated diffusion operators in ocean models. <i>Mon. Weather Rev. 128(8)</i>: 2711-2733","Beckers, J.-M.; Burchard, H.; Deleersnijder, E.; Mathieu, P.-P.",2000,Numerical discretization of rotated diffusion operators in ocean models,,Monthly Weather Review,,,128,8,2711-2733
Plovdivski Universitet Paisij Khilendarski Nauchni Trudove Biologiya Animalia: Plovdiv.  ISSN 1312-0603,,0,Plovdivski Universitet Paisij Khilendarski Nauchni Trudove Biologiya Animalia,,,,Plovdiv,,,
"<b>Manzanares Abecasis, F.</b> (1955). O comportamento de descarregadores em poço. Tecnica: Lisboa.","Manzanares Abecasis, F.",1955,O comportamento de descarregadores em poço,,,Tecnica,Lisboa,,,
"<b>Taverne, L.</b> (2000). Ostéologie et position systématique du genre <i>Plethodus</i> et des nouveaux genres <i>Dixonanogmius</i> et <i>Pentanogmius</i>, poissons marins du Crétacé (Teleostei, Tselfatiiformes). <i>Biol. Jb. Dodonaea 67(1)</i>: 94-123","Taverne, L.",2000,"Ostéologie et position systématique du genre <i>Plethodus</i> et des nouveaux genres <i>Dixonanogmius</i> et <i>Pentanogmius</i>, poissons marins du Crétacé (Teleostei, Tselfatiiformes)",,Biologisch Jaarboek (Dodonaea),,,67,1,94-123
"<b>Acerra, M.; Buti, G.; Llinares, S.; Pfister, C.</b> (2016). Inspecter le littoral français à l'époque moderne, <b><i>in</i></b>: GIS d'histoire maritime (Ed.) <i>La maritimisation du monde de la préhistoire à nos jours. Collection Histoire Maritime,</i> : pp. 497-513","Acerra, M.; Buti, G.; Llinares, S.; Pfister, C.",2016,Inspecter le littoral français à l'époque moderne,La maritimisation du monde de la préhistoire à nos jours,Collection Histoire Maritime,,,,,497-513
"<b>Bentivegna, F.; Ounais, N.; Van den Sande, P. (Ed.)</b> (2004). Proceedings of the 20th Meeting of European Union of Aquarium Curators (E.U.A.C.), La Rochelle, October 19th-25th, 2002. <i>Bulletin de l'Institut océanographique, Monaco</i>, 77(1446). Institut Océanographique: Monaco. ISBN 2-7260-0229-3. 181 pp.","Bentivegna, F.; Ounais, N.; Van den Sande, P. (Ed.)",2004,"Proceedings of the 20th Meeting of European Union of Aquarium Curators (E.U.A.C.), La Rochelle, October 19th-25th, 2002",,"Bulletin de l'Institut océanographique, Monaco",Institut Océanographique,Monaco,77,1446,181
"<b>Frostick, L.E.; Thomas, R.E.; Johnson, M.F.; Rice, S.P.; McLelland, S.J. (Ed.)</b> (2014). Users guide to ecohydraulic modelling and experimentation: experience of the Ecohydraulic Research Team (PISCES) of the HYDRALAB network. <i>IAHR design manual</i>. CRC Press: Boca Raton. ISBN 978-1-138-00160-2. xvii, 204 pp.","Frostick, L.E.; Thomas, R.E.; Johnson, M.F.; Rice, S.P.; McLelland, S.J. (Ed.)",2014,Users guide to ecohydraulic modelling and experimentation: experience of the Ecohydraulic Research Team (PISCES) of the HYDRALAB network,,IAHR design manual,CRC Press,Boca Raton,,,"xvii, 204"
"<b>Decleyre, D.; Maris, T.; Van Ryckegem, G.</b> (2013). Natuur, <b><i>in</i></b>: De Beukelaer-Dossche, M. <i>et al.</i> (Ed.) <i>Bergenmeersen: bouw van een gecontroleerd overstromingsgebied met gecontroleerd gereduceerd getij in het kader van het Sigmaplan.</i> pp. 45-61","Decleyre, D.; Maris, T.; Van Ryckegem, G.",2013,Natuur,Bergenmeersen: bouw van een gecontroleerd overstromingsgebied met gecontroleerd gereduceerd getij in het kader van het Sigmaplan,,,,,,45-61
"<b>Parenti, L.R.</b> (2008). Ichthyology at the Smithsonian, <b><i>in</i></b>: Comer, S. <i>et al.</i> (Ed.) <i>Ichthyo, the architecture of fish: X-rays from the Smithsonian Institution.</i> pp. 161-169","Parenti, L.R.",2008,Ichthyology at the Smithsonian,"Ichthyo, the architecture of fish: X-rays from the Smithsonian Institution",,,,,,161-169
Rivista Italiana di Ornitologia: Milan.  ISSN 0035-6875,,0,Rivista Italiana di Ornitologia,,,,Milan,,,
<b>HAECON</b> (2000). Studie over het structureel herstel van de kustverdediging te Oostende-centrum: hydraulische ontwerpvoorwaarden. Ministerie van de Vlaamse Gemeenschap. Afdeling Waterwegen Kust: Oostende.  22 + bijl. pp.,HAECON,2000,Studie over het structureel herstel van de kustverdediging te Oostende-centrum: hydraulische ontwerpvoorwaarden,,,Ministerie van de Vlaamse Gemeenschap. Afdeling Waterwegen Kust,Oostende,,,22 + bijl.
"<b>Van Broeck, J.</b> (1964). Berichten van de rederscentrale: Uitbreiding van de visserijzones rond Engeland. <i>Visserijblad (Oostende) 31(40)</i>: 10-11","Van Broeck, J.",1964,Berichten van de rederscentrale: Uitbreiding van de visserijzones rond Engeland,,Het Visserijblad,,,31,40,10-11
"<b>Dortch, M.S.</b> (2003). Advances in water quality modeling in the coastal environment, <b><i>in</i></b>: Lakhan, V.C. (Ed.) <i>Advances in coastal modeling. Elsevier Oceanography Series,</i> 67: pp. 491-503","Dortch, M.S.",2003,Advances in water quality modeling in the coastal environment,Advances in coastal modeling,Elsevier Oceanography Series,,,,,491-503
"<b>Hayek, L.-A.C.; Buzas, M.A.</b> (2010). Surveying natural populations: Quantitative tools for assessing biodiversity. Second edition. Columbia University Press: New York. ISBN 978-0-231-14620-3. xx, 590 pp.","Hayek, L.-A.C.; Buzas, M.A.",2010,Surveying natural populations: Quantitative tools for assessing biodiversity,,,Columbia University Press,New York,,,"xx, 590"
"<b>Fischer, M.M.; De Gans, W.; Beets, D.J.</b> (1996). Coastal studies on the Holocene of the Netherlands. <i>Mededelingen (Rijks Geologische Dienst)</i>, 57. Rijks Geologische Dienst: Haarlem.  268 pp.","Fischer, M.M.; De Gans, W.; Beets, D.J.",1996,Coastal studies on the Holocene of the Netherlands,,Mededelingen (Rijks Geologische Dienst),Rijks Geologische Dienst,Haarlem,57,,268
"<b>Seys, J.</b> (1990). Resultaten van de midwinter-telling 1990 op slaapplaatsen van de blauwe kiekendief <i>Circus cyaneus</i> in de Vlaamse kustpolders. <i>Mergus 4</i>: 70-78","Seys, J.",1990,Resultaten van de midwinter-telling 1990 op slaapplaatsen van de blauwe kiekendief <i>Circus cyaneus</i> in de Vlaamse kustpolders,,Mergus,,,4,,70-78
"<b>Ervynck, A.; Baeteman, C.; Demiddele, H.; Hollevoet, Y.; Pieters, M.; Schelvis, J.; Tys, D.; Van Strydonck, M.; Verhaeghe, F.</b> (1999). Human occupation because of a regression, or the cause of a transgression? A critical review of the interaction between geological events and human occupation in the Belgian coastal plain during the first millenium AD. <i>Probl. Küstenforsch. südl. Nordseegeb. 26</i>: 97-121","Ervynck, A.; Baeteman, C.; Demiddele, H.; Hollevoet, Y.; Pieters, M.; Schelvis, J.; Tys, D.; Van Strydonck, M.; Verhaeghe, F.",1999,"Human occupation because of a regression, or the cause of a transgression? A critical review of the interaction between geological events and human occupation in the Belgian coastal plain during the first millenium AD",,Probleme der Küstenforschung im südlichen Nordseegebiet,,,26,,97-121
Archaeological Prospection. Wiley-Blackwell: Hoboken.  ISSN 1075-2196; e-ISSN 1099-0763,,0,Archaeological Prospection,,,Wiley-Blackwell,Hoboken,,,
"<b>Barre, A.; Van Damme, E.J.M.; Simplicien, M.; Benoist, H.; Rougé, P.</b> (2020). Man-specific, GalNAc/T/Tn-specific and Neu5Ac-specific seaweed lectins as glycan probes for the SARS-CoV-2 (COVID-19) coronavirus. <i>Mar. Drugs 18(11)</i>: 543. <a href=""https://hdl.handle.net/10.3390/md18110543"" target=""_blank"">https://hdl.handle.net/10.3390/md18110543</a>","Barre, A.; Van Damme, E.J.M.; Simplicien, M.; Benoist, H.; Rougé, P.",2020,"Man-specific, GalNAc/T/Tn-specific and Neu5Ac-specific seaweed lectins as glycan probes for the SARS-CoV-2 (COVID-19) coronavirus",,Marine Drugs,,,18,11,543
"<b>Kunkle, S.H.; Meiman, J.R.</b> [s.d.]. Sampling bacteria in a mountain stream 2. <i>Hydrology Papers</i>, 2. [S.n.]: [s.l.].","Kunkle, S.H.; Meiman, J.R.",,Sampling bacteria in a mountain stream 2,,Hydrology Papers,,,2,,
"<b>Sowerby, G.B. Jr.</b> (1873). Descriptions of five new Cones. <i>Proc. Zool. Soc. Lond. 41</i>: 145-146","Sowerby, G.B. Jr.",1873,Descriptions of five new Cones,,Proceedings of the Zoological Society of London,,,41,,145-146
"<b>Maes, P.C.; Nagels, L.J.</b> (1993). Characterization of an immobilized hexose oxidase reactor for mono- and oligosaccharide determination by liquid chromatography. <i>Anal. Chim. Acta 284(2)</i>: 281-290. <a href=""http://dx.doi.org/10.1016/0003-2670(93)85312-8"" target=""_blank"">dx.doi.org/10.1016/0003-2670(93)85312-8</a>","Maes, P.C.; Nagels, L.J.",1993,Characterization of an immobilized hexose oxidase reactor for mono- and oligosaccharide determination by liquid chromatography,,Analytica Chimica Acta,,,284,2,281-290
"(1994). MILIEU EN OVERHEID - Waterverdragen Maas en Schelde ondertekend, <b><i>in</i></b>: <i>Milieu management 6(9). Milieu management: de eerste praktijkgerichte nieuwsbrief voor het bedrijfsleven over milieuzorg en milieubeleid,</i> 6(9): pp. 7",,1994,MILIEU EN OVERHEID - Waterverdragen Maas en Schelde ondertekend,Milieu management 6(9),Milieu management: de eerste praktijkgerichte nieuwsbrief voor het bedrijfsleven over milieuzorg en milieubeleid,,,,,7
Journal of Cutaneous Pathology. Wiley-Blackwell: Hoboken.  ISSN 0303-6987; e-ISSN 1600-0560,,0,Journal of Cutaneous Pathology,,,Wiley-Blackwell,Hoboken,,,
"<b>Quante, M.; Colijn, F. (Ed.)</b> (2016). North Sea region climate change assessment. <i>Regional Climate Studies</i>. Springer: Switzerland. ISBN 978-3-319-39743-6. xlv, 528 pp.","Quante, M.; Colijn, F. (Ed.)",2016,North Sea region climate change assessment,,Regional Climate Studies,Springer,Switzerland,,,"xlv, 528"
"<b>Bernardino, A.F.; Li, Y.; Smith, C.R.; Halanych, K.M.</b> (2017). Multiple introns in a deep-sea Annelid (<i>Decemunciger</i>: Ampharetidae) mitochondrial genome. <i>NPG Scientific Reports 7(1)</i>: 8 pp. <a href=""https://hdl.handle.net/10.1038/s41598-017-04094-w"" target=""_blank"">https://hdl.handle.net/10.1038/s41598-017-04094-w</a>","Bernardino, A.F.; Li, Y.; Smith, C.R.; Halanych, K.M.",2017,Multiple introns in a deep-sea Annelid (<i>Decemunciger</i>: Ampharetidae) mitochondrial genome,,Scientific Reports (Nature Publishing Group),,,7,1,8 pp
"<b>Maddocks, R.F.; Wouters, K.</b> (1990). <i>Triebelina ? pustulata</i> Keij, 1974 from the Maldive Islands: more homeomorphy in the ornate Bairiidae (Ostracoda). <i>Bull. Kon. Belg. Inst. Natuurwet. Biologie 60</i>: 173-180","Maddocks, R.F.; Wouters, K.",1990,"<i>Triebelina ? pustulata</i> Keij, 1974 from the Maldive Islands: more homeomorphy in the ornate Bairiidae (Ostracoda)",,Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen. Biologie = Bulletin de l'Institut Royal des Sciences Naturelles de Belgique. Biologie,,,60,,173-180
Congresreeks.,,,Congresreeks,,,,,,,
"<b>Sörlin, S.</b> (2018). The Arctic Ocean, <b><i>in</i></b>: Armitage, D. <i>et al.</i> (Ed.) <i>Oceanic Histories. Cambridge Oceanic Histories,</i> 1: pp. 269-295. <a href=""https://hdl.handle.net/10.1017/9781108399722.011"" target=""_blank"">https://hdl.handle.net/10.1017/9781108399722.011</a>","Sörlin, S.",2018,The Arctic Ocean,Oceanic Histories,Cambridge Oceanic Histories,,,,,269-295
"<b>Goetinck, R.; Thomas, H.; Maertens, J.; Van Marcke, S.</b> (1983). Controlled dewatering techniques for the construction of the Berendrecht sealock at Antwerp, <b><i>in</i></b>: <i>8th International Harbour Congress, Antwerp, 13-17.6.1983: preprints.</i> pp. 1.63-1.80","Goetinck, R.; Thomas, H.; Maertens, J.; Van Marcke, S.",1983,Controlled dewatering techniques for the construction of the Berendrecht sealock at Antwerp,"8th International Harbour Congress, Antwerp, 13-17.6.1983: preprints",,,,,,1.63-1.80
"<b>Tizard, T.H.; Moseley, H.N.; Buchanan, J.Y.; Murray, J.</b> (1885). Narrative of the cruise of H.M.S. <i>Challenger</i> with a general account of the scientific results of the expedition. <i>Report on the scientific results of the voyage of H.M.S. <i>Challenger</i> during the years 1873-76 under the command of Captain Georges S. Nares and the late Captain Frank Tourle Thomson</i>, I(Parts First and Second). Her Majesty's Stationery Office: London.  1107, 57, 35 photo plates, 14 color plates pp.","Tizard, T.H.; Moseley, H.N.; Buchanan, J.Y.; Murray, J.",1885,Narrative of the cruise of H.M.S. <i>Challenger</i> with a general account of the scientific results of the expedition,,Report on the scientific results of the voyage of H.M.S. <i>Challenger</i> during the years 1873-76 under the command of Captain Georges S. Nares and the late Captain Frank Tourle Thomson,Her Majesty's Stationery Office,London,I,Parts First and Second,"1107, 57, 35 photo plates, 14 color plates"
"<b>Bostrom, M.A.; Collette, B.B.; Luckhurst, B.E.; Reece, K.S.; Graves, J.E.</b> (2002). Hybridization between two serranids, the coney (<i>Cephalopholis fulva</i>) and the creole-fish (<i>Paranthias furcifer</i>), at Bermuda. <i>Fish. Bull. 100(4)</i>: 651-661","Bostrom, M.A.; Collette, B.B.; Luckhurst, B.E.; Reece, K.S.; Graves, J.E.",2002,"Hybridization between two serranids, the coney (<i>Cephalopholis fulva</i>) and the creole-fish (<i>Paranthias furcifer</i>), at Bermuda",,Fishery Bulletin,,,100,4,651-661
"<b>Groenewegen, M.A.T.; Waelkens, C.; Barlow, M.J.; Kerschbaum, F.; Garcia-Lario, P.; Cernicharo, J.; Blommaert, J.A.D.L.; Bouwman, J.; Cohen, M.; Cox, N.; Decin, L.; Exter, K.; Gear, W.K.; Gomez, H.L.; Hargrave, P.C.; Henning, T.; Hutsemékers, D.; Ivison, R.J.; Jorissen, A.; Krause, O.; Ladjal, D.; Leeks, S.J.; Lim, T.L.; Matsuura, M.; Nazé, Y.; Olofsson, G.; Ottensamer, R.; Polehampton, E.; Posch, T.; Rauw, G.; Royer, P.; Sibthorpe, B.; Swinyard, B.M.; Ueta, T.; Vamvatira-Nakou, C.; Vandenbussche, B.; Van de Steene, G.C.; Van Eck, S.; van Hoof, P.A.M.; Van Winckel, H.; Verdugo, E.; Wesson, R.</b> (2011). MESS (Mass-loss of Evolved StarS), a Herschel key program. <i>Astron. Astrophys. 526</i>: A162. <a href=""https://hdl.handle.net/10.1051/0004-6361/201015829"" target=""_blank"">https://hdl.handle.net/10.1051/0004-6361/201015829</a>","Groenewegen, M.A.T.; Waelkens, C.; Barlow, M.J.; Kerschbaum, F.; Garcia-Lario, P.; Cernicharo, J.; Blommaert, J.A.D.L.; Bouwman, J.; Cohen, M.; Cox, N.; Decin, L.; Exter, K.; Gear, W.K.; Gomez, H.L.; Hargrave, P.C.; Henning, T.; Hutsemékers, D.; Ivison, R.J.; Jorissen, A.; Krause, O.; Ladjal, D.; Leeks, S.J.; Lim, T.L.; Matsuura, M.; Nazé, Y.; Olofsson, G.; Ottensamer, R.; Polehampton, E.; Posch, T.; Rauw, G.; Royer, P.; Sibthorpe, B.; Swinyard, B.M.; Ueta, T.; Vamvatira-Nakou, C.; Vandenbussche, B.; Van de Steene, G.C.; Van Eck, S.; van Hoof, P.A.M.; Van Winckel, H.; Verdugo, E.; Wesson, R.",2011,"MESS (Mass-loss of Evolved StarS), a Herschel key program",,Astronomy & Astrophysics (Les Ulis),,,526,,A162
"<b>Clerinx, H.; Merckx, J.P.; Schurmans, I. (Ed.)</b> (1993). Vlaamse Havencommissie. Jaarverslag 1992. SERV: Brussel.  143 + bijlage pp.","Clerinx, H.; Merckx, J.P.; Schurmans, I. (Ed.)",1993,Vlaamse Havencommissie. Jaarverslag 1992,,,SERV,Brussel,,,143 + bijlage
"<b>Bos, D.; Goedman, J.C.</b> (1978). Naar een maatschappelijke ekologie : een onderzoek naar de kwantificering van het milieu. Rijn Schelde Instituut: Middelburg.  100 pp.","Bos, D.; Goedman, J.C.",1978,Naar een maatschappelijke ekologie : een onderzoek naar de kwantificering van het milieu,,,Rijn Schelde Instituut,Middelburg,,,100
"<b>Orlando, E.F.; Binczik, G.A.; Guillette Jr., L.J.</b> (2000). Reproductive seasonality of the Florida gar, <i>Lepisosteus platyrhincus</i>, <b><i>in</i></b>: Norberg, B. <i>et al.</i> (Ed.) <i>Proceedings of the 6th International Symposium on the Reproductive Physiology of Fish, Bergen, Norway, July 4-9, 1999.</i> pp. 107","Orlando, E.F.; Binczik, G.A.; Guillette Jr., L.J.",2000,"Reproductive seasonality of the Florida gar, <i>Lepisosteus platyrhincus</i>","Proceedings of the 6th International Symposium on the Reproductive Physiology of Fish, Bergen, Norway, July 4-9, 1999",International Symposium on the Reproductive Physiology of Fish,,,,,107
"<b>Jordan, S.F.; Rammu, H.; Zheludev, I.N.; Hartley, A.M.; Maréchal, A.; Lane, N.</b> (2019). Promotion of protocell self-assembly from mixed amphiphiles at the origin of life. <i>Nature Ecology & Evolution 3(12)</i>: 1705-1714. <a href=""https://hdl.handle.net/10.1038/s41559-019-1015-y"" target=""_blank"">https://hdl.handle.net/10.1038/s41559-019-1015-y</a>","Jordan, S.F.; Rammu, H.; Zheludev, I.N.; Hartley, A.M.; Maréchal, A.; Lane, N.",2019,Promotion of protocell self-assembly from mixed amphiphiles at the origin of life,,Nature Ecology & Evolution,,,3,12,1705-1714
"<b>Burns, L.G.</b> (2007). Tracking trash: flotsam, jetsam and the science of ocean motion. <i>Scientists in the Field</i>. Houghton Mifflin: New York. ISBN 978-0-618-58131-3. 58 pp.","Burns, L.G.",2007,"Tracking trash: flotsam, jetsam and the science of ocean motion",,Scientists in the Field,Houghton Mifflin,New York,,,58
"<b>Urbanski, J.A.; Stempniewicz, L.; Węsławski, J.M.; Draganska-Deja, K.; Wochna, A.; Goc, M.; Iliszko, L.</b> (2017). Subglacial discharges create fluctuating foraging hotspots for sea birds in tidewater glacier bays. <i>NPG Scientific Reports 7(43999)</i>: 12 pp. <a href=""http://hdl.handle.net/10.1038/srep43999"" target=""_blank"">hdl.handle.net/10.1038/srep43999</a>","Urbanski, J.A.; Stempniewicz, L.; Węsławski, J.M.; Draganska-Deja, K.; Wochna, A.; Goc, M.; Iliszko, L.",2017,Subglacial discharges create fluctuating foraging hotspots for sea birds in tidewater glacier bays,,Scientific Reports (Nature Publishing Group),,,7,43999,12 pp
"<b>Hovy, J.</b> (1980). Institutioneel onvermogen in de 18de eeuw, <b><i>in</i></b>: Blok, D.P. (Ed.) <i>Algemene Geschiedenis der Nederlanden 9. Algemene Geschiedenis der Nederlanden,</i> 9: pp. 126-138","Hovy, J.",1980,Institutioneel onvermogen in de 18de eeuw,Algemene Geschiedenis der Nederlanden 9,Algemene Geschiedenis der Nederlanden,,,,,126-138
(2004). Drift nets could spell extinction for endangered species. <i>New Sci. 184(2470)</i>: 18,,2004,Drift nets could spell extinction for endangered species,,New Scientist,,,184,2470,18
"<b>Harper, D.A.T.; Hints, L.</b> (2001). Distribution and diversity of Ordovician articulated brachiopods in the East Baltic, <b><i>in</i></b>: Brunton, C.H.C. <i>et al.</i> (Ed.) <i>Brachiopods past and present. The Systematics Association Special Volume Series,</i> 63: pp. 315-326","Harper, D.A.T.; Hints, L.",2001,Distribution and diversity of Ordovician articulated brachiopods in the East Baltic,Brachiopods past and present,Systematics Association Special Volume Series,,,,,315-326
"<b>Richir, J.; Gobert, S.</b> (2016). An ecophysiological discussion of trace element bioaccumulation in cultured <i>Mytilus galloprovincialis</i>. <i>Belg. J. Zool. 145(1)</i>: 53-61","Richir, J.; Gobert, S.",2016,An ecophysiological discussion of trace element bioaccumulation in cultured <i>Mytilus galloprovincialis</i>,,Belgian Journal of Zoology,,,145,1,53-61
Botanical Studies. Springer: New York.  ISSN 1999-3110,,0,Botanical Studies,,,Springer,New York,,,
Metabolites. MDPI AG: Basel.  ISSN 2218-1989,,0,Metabolites,,,MDPI AG,Basel,,,
Linguistica e Filologia: Bergamo.  ISSN 1594-6517,,0,Linguistica e Filologia,,,,Bergamo,,,
"<b>De Vos, L.; De Rouck, J.; Troch, P.</b> (2006). Damage development in scour protections around offshore monopiles, <b><i>in</i></b>: Coastal Engineering Foundation <i>30th International Conference on Coastal Engineering, 2-8 September 2006, San Diego, California, USA: book of abstracts.</i> pp. 456","De Vos, L.; De Rouck, J.; Troch, P.",2006,Damage development in scour protections around offshore monopiles,"30th International Conference on Coastal Engineering, 2-8 September 2006, San Diego, California, USA: book of abstracts",,,,,,456
Leukemia. Nature Publishing Group: London.  ISSN 0887-6924; e-ISSN 1476-5551,,0,Leukemia,,,Nature Publishing Group,London,,,
(1964). Ijslandse aanvoer te Oostende. <i>Visserijblad (Oostende) 31(50)</i>: 8,,1964,Ijslandse aanvoer te Oostende,,Het Visserijblad,,,31,50,8
Histoire des villes du Nord-Pas de Calais. Presses Universitaires de Lille/Westhoek. Editions des Beffrois,,,Histoire des villes du Nord-Pas de Calais,,,"Presses Universitaires de Lille, Westhoek. Editions des Beffrois",,,,
Proceedings in Marine Science. Elsevier: New York.  ISSN 1568-2692; e-ISSN 2352-2860,,2000,Proceedings in Marine Science,,,Elsevier,New York,,,
"<b>Mathisen, L.R.</b> (2007). Modelling the long-term effects of reducing nutrient inputs to the North Sea. Universitas Bergensis: Bergen.  71 pp.","Mathisen, L.R.",2007,Modelling the long-term effects of reducing nutrient inputs to the North Sea,,,Universitas Bergensis,Bergen,,,71
"(1963). 1863-1963 Schelde vrij = 1863-1963 Escaut libre. Nationaal Comité voor Zeevaartpropaganda = Comité National de Propagande Maritime: Antwerpen.  144, pl., ills. pp.",,1963,1863-1963 Schelde vrij = 1863-1963 Escaut libre,,,Nationaal Comité voor Zeevaartpropaganda = Comité National de Propagande Maritime,Antwerpen,,,"144, pl., ills."
"<b>Force Navale - Zeemacht</b> (1972). Relevé des données météorologiques et de navigation (Croisière automne 9 octobre - 19 octobre 1972). <i>Technical Reports I.C.W.B. - C.I.P.S.</i>, 1972/05(Météo 01). C.I.P.S. Modèle Mathématique de la Pollution en Mer du Nord: Bruxelles.  6 pp.",Force Navale - Zeemacht,1972,Relevé des données météorologiques et de navigation (Croisière automne 9 octobre - 19 octobre 1972),,Technical Reports I.C.W.B. - C.I.P.S.,C.I.P.S. Modèle Mathématique de la Pollution en Mer du Nord,Bruxelles,1972/05,Météo 01,6
